chromosome	start	end	RE	TSS_RE	Activity_H3K27ac	H3K4me1_rank	H3K4me3_rank	H3K27ac_rank	CTCF_rank	H3K4me1_auc	H3K4me3_auc	H3K27ac_auc	CTCF_auc
chr9	128881718	128882678	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	239749.8595161438	119075.68907737732	0.0
chr9	27528942	27530277	Promoter/CTCF	Promoter	Inactive	4.0	2.0	3.0	1.0	0.0	536751.8749008179	78606.2215309143	573649.7441062927
chr9	34329013	34329914	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	239342.8223438263	437837.86002349854	0.0
chr9	101533286	101534157	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	521421.35962677	727502.4304046631	0.0
chr9	98255270	98256358	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	202655.57346725464	175059.86100387573	0.0
chr9	6681000	6682207	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	518956.5755767822	769806.2696495056	0.0
chr9	94165748	94167609	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	412433.8666572571	239001.8265762329	0.0
chr9	136727713	136729321	Promoter/CTCF	Promoter	Inactive	3.0	2.0	4.0	1.0	0.0	260755.83290481567	0.0	894472.7822227478
chr9	100097944	100098641	Promoter	Enhancer	Inactive	3.0	1.0	2.0	4.0	0.0	549866.6689453125	274818.0788269043	0.0
chr9	22008346	22009733	Promoter/CTCF	Promoter	Inactive	4.0	3.0	2.0	1.0	0.0	575078.3932723999	575271.2047920227	773604.2011928558
chr9	33473624	33474847	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	529629.2968902588	265997.6202812195	0.0
chr9	33076095	33077082	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	579804.1943321228	662673.4732933044	0.0
chr9	124868398	124869447	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	286883.4821472168	408387.94178390503	0.0
chr9	33000655	33001999	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	652228.9632606506	807785.3281059265	0.0
chr9	128370565	128371657	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	639883.0628585815	253107.18216514587	0.0
chr9	127802508	127804345	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	698627.5971069336	562891.0160713196	0.0
chr9	12775700	12776824	Promoter/CTCF	Promoter	Active	4.0	3.0	1.0	2.0	0.0	310263.7171821594	383433.1516494751	331405.6015224457
chr9	122930907	122932023	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	616299.1320037842	368586.68185043335	0.0
chr9	133347800	133349010	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	309596.7334327698	301692.3852005005	0.0
chr9	100098722	100099927	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	320992.89912986755	204874.31599140167	0.0
chr9	37464533	37466196	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	478617.6766319275	511754.4304227829	0.0
chr9	32550759	32552011	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	651527.9136734009	622434.896320343	0.0
chr9	114587266	114588364	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	696163.0813369751	1135088.5636138916	0.0
chr9	95875033	95876298	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	439590.2469177246	853904.2661247253	0.0
chr9	35731966	35733608	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	358211.5075111389	277053.58481788635	0.0
chr9	107487220	107489132	Promoter/CTCF	Promoter	Inactive	4.0	2.0	3.0	1.0	0.0	327731.0869369507	187269.91205533347	633840.9326324463
chr9	32572056	32573263	Promoter/CTCF	Promoter	Inactive	3.0	1.0	4.0	2.0	0.0	727389.4742507935	0.0	378054.20528793335
chr9	128684191	128685266	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	711380.6522750854	1257068.0778503418	0.0
chr9	124658094	124659809	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	722776.6852340698	555589.1773414612	0.0
chr9	126804686	126806130	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	808202.9382095337	1174841.1875915527	0.0
chr9	124861138	124862698	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	374129.9654827118	581637.5461502075	0.0
chr9	33289920	33291327	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	780300.3895988464	1793461.2443847656	0.0
chr9	122940382	122942273	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	423423.0728702545	299590.58269405365	0.0
chr9	69174135	69175621	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	766688.2991867065	2157771.4788513184	0.0
chr9	34048286	34049740	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	392705.2943572998	1233692.683731079	0.0
chr9	125238010	125239993	Promoter	Promoter	Inactive	3.0	1.0	2.0	4.0	0.0	507390.8077945709	32584.53517150879	0.0
chr9	19379495	19380651	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	415893.37014198303	667581.8034057617	0.0
chr9	4678902	4680308	Promoter/CTCF	Promoter	Active	4.0	3.0	1.0	2.0	0.0	382496.23539733887	908503.1314430237	596639.5708827972
chr9	92292724	92294212	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	454547.7445526123	1505060.110408783	0.0
chr9	83979214	83980989	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	295826.3066482544	769089.5717544556	0.0
chr9	73151536	73153508	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	490047.8016395569	711125.1501226425	0.0
chr9	34178644	34180226	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	515451.85633277893	1543087.6998329163	0.0
chr9	127450226	127451732	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	331122.8961613973	343534.76886081696	0.0
chr9	125240438	125242065	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	556966.667514801	586424.2723426819	0.0
chr8	127397821	127399499	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	235082.98127555847	0.0	808356.2543945312	0.0
chr8	17735301	17736425	Enhancer/CTCF	CTCF	Active	2.0	4.0	1.0	3.0	400783.32361602783	0.0	1032766.5569152832	280215.8416671753
chr8	144767289	144768777	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	410816.03803253174	0.0	1509263.975276947	0.0
chr8	127851334	127853295	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	222532.05279541016	0.0	936677.6443557739	0.0
chr8	65950259	65952204	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	26572.503704071045	0.0	531910.2030639648	0.0
chr8	125556212	125557734	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	221897.45435142517	0.0	1997108.305114746	0.0
chr8	48407655	48409019	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	114764.72306950887	0.0	1220036.4808044434	0.0
chr8	65947725	65949256	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	186893.8607635498	0.0	1758252.6112976074	0.0
chr8	127660754	127662280	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	174030.73652267456	0.0	1201909.7471923828	0.0
chr8	125543633	125545247	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	397459.2787704468	0.0	964973.3517837524	0.0
chr8	142675497	142676554	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	314679.62298965454	0.0	328591.00029945374	0.0
chr8	128076519	128078078	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	323926.66817092896	0.0	468332.6932182312	0.0
chr8	100868107	100869279	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	150218.2057247162	0.0	666051.0455245972	0.0
chr8	10652914	10653868	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	165770.87659454346	0.0	409481.40030670166	0.0
chr8	28350932	28352370	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	176901.51338386536	0.0	795101.2284011841	0.0
chr8	17735264	17736015	Enhancer/CTCF	CTCF	Active	2.0	4.0	1.0	3.0	287502.712638855	0.0	794032.092010498	281493.0532093048
chr8	144422608	144424076	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	335127.70819091797	0.0	449209.6953163147	0.0
chr8	102756109	102757211	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	99238.87725830078	0.0	642043.9575042725	0.0
chr8	23074456	23075739	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	348101.6904067993	0.0	671323.8677330017	0.0
chr8	101007456	101008635	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	258593.33451080322	0.0	562806.0842666626	0.0
chr8	101451567	101452730	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	270902.50203704834	0.0	0.0	0.0
chr8	98163570	98165530	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	170595.8526611328	0.0	0.0	718461.0580730438
chr8	102757550	102759297	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	181313.4857711792	0.0	679233.1018218994	0.0
chr8	48521735	48523096	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	132288.32321548462	0.0	235381.32779312134	0.0
chr8	48706203	48707559	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	252751.02381896973	0.0	0.0	0.0
chr8	100258779	100259657	Enhancer/CTCF	Promoter	Active	2.0	4.0	1.0	3.0	238950.97773742676	0.0	313914.61865615845	225863.4944934845
chr8	100869477	100870159	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	235929.10515594482	0.0	716082.1941223145	0.0
chr8	11475617	11477227	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	144748.57748794556	0.0	1067878.3103485107	0.0
chr8	17733934	17735182	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	73774.45441309611	0.0	1425895.3872680664	0.0
chr8	37515113	37515889	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	238225.78617095947	0.0	247968.0567970276	0.0
chr8	127667844	127669428	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	56811.568298339844	0.0	477116.7141571045	0.0
chr8	29852890	29853798	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	124451.54775047302	0.0	273360.03871536255	0.0
chr8	102788744	102789584	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	226843.26880645752	0.0	588076.5156860352	0.0
chr8	101087157	101088749	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	122275.82454109192	0.0	833238.2080783844	0.0
chr8	125545411	125546684	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	139369.5990009308	0.0	250725.92158317566	0.0
chr8	127400549	127401838	CTCF	CTCF	Active	3.0	4.0	1.0	2.0	0.0	0.0	1859480.6666870117	244707.33572292328
chr8	29737182	29738145	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	239938.14028930664	0.0	806618.635345459	0.0
chr8	22747771	22748880	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	246183.43144989014	0.0	0.0	0.0
chr8	100899995	100900959	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	242859.33318328857	0.0	1177586.949584961	0.0
chr8	133356062	133357372	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	258412.00093078613	0.0	0.0	0.0
chr8	22146524	22147369	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	202144.3447341919	0.0	0.0	302151.39364624023
chr8	125558117	125559053	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	96559.51659011841	0.0	965119.3291931152	0.0
chr8	125273123	125274325	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	213607.48738479614	0.0	419419.53691101074	0.0
chr8	98165741	98167281	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	14726.692120869955	0.0	10399.823890686035	0.0
chr8	126546666	126547986	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	234680.10013961792	0.0	843577.2486114502	0.0
chr8	130727236	130728490	Enhancer/CTCF	CTCF	Active	2.0	4.0	1.0	3.0	238145.1936187744	0.0	406857.1244392395	29842.105699539185
chr8	93873676	93875266	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	209296.21281433105	0.0	716628.8017902374	0.0
chr8	8519707	8520594	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	197510.7808303833	0.0	0.0	0.0
chr8	38148467	38149418	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	219228.12575531006	0.0	0.0	0.0
chr8	24997977	24999523	TBD_1	Enhancer	Active	2.0	3.0	1.0	4.0	110675.08933766682	32153.559783935547	534473.8221054077	0.0
chr8	129886528	129887505	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	119203.52077484131	0.0	0.0	0.0
chr8	29655240	29656771	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	92610.94081497192	0.0	879320.5695533752	0.0
chr8	26450924	26452202	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	298341.2323989868	0.0	382534.12688064575	0.0
chr8	118097512	118098634	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	225050.3080215454	0.0	343243.1128387451	0.0
chr8	127401764	127402500	CTCF	CTCF	Active	3.0	4.0	1.0	2.0	0.0	0.0	398935.86389160156	286520.8809261322
chr8	100415534	100416528	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	120079.85821533203	0.0	733163.8670043945	0.0
chr8	101090767	101091466	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	204038.0948753357	0.0	746406.7714996338	0.0
chr8	101051515	101052125	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	181796.9607925415	0.0	0.0	0.0
chr8	124888288	124889394	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	208147.9228477478	0.0	0.0	361997.8028717041
chr8	123629843	123630893	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	186974.54010772705	0.0	0.0	0.0
chr8	48589941	48590759	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	181837.26025390625	0.0	0.0	0.0
chr8	22103473	22104330	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	199243.3466949463	0.0	0.0	0.0
chr8	27280899	27281868	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	97053.09730911255	0.0	156556.40989112854	0.0
chr8	102805302	102807190	CTCF	Promoter	Active	3.0	4.0	1.0	2.0	0.0	0.0	392265.69871520996	141.9123935699463
chr8	93911800	93912929	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	214010.37202453613	0.0	380177.19477272034	0.0
chr8	22123911	22125030	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	202869.6333847046	0.0	0.0	0.0
chr8	127035387	127036392	Enhancer/CTCF	CTCF	Active	2.0	4.0	1.0	3.0	90898.49785614014	0.0	449148.93514060974	71402.12942504883
chr8	81542390	81543593	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	148012.24045181274	0.0	541496.0721664429	0.0
chr8	22146328	22147145	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	172912.60920715332	0.0	0.0	279384.64180755615
chr8	94691779	94692605	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	84169.78531265259	0.0	194583.81847381592	0.0
chr8	23798313	23799332	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	201539.9881439209	0.0	262255.641494751	0.0
chr8	133406481	133407394	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	334183.1557273865
chr8	140637142	140638117	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	921050.9427108765
chr8	127426508	127427376	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	187578.8791885376	0.0	438906.95949935913	0.0
chr8	141074916	141076161	Enhancer/CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	72203.06959533691	0.0	150542.41068840027	335379.13157463074
chr8	8537211	8538265	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	181233.07284545898	0.0	0.0	0.0
chr8	29555167	29556975	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	59289.50193786621	0.0	532857.8387517929	0.0
chr8	127948835	127950433	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	164813.98965072632	0.0	396287.1471824646	0.0
chr8	125175070	125175903	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	168782.71951293945	0.0	752846.0094451904	0.0
chr8	23353826	23354406	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	159696.92291259766	0.0	102832.01667404175	0.0
chr8	22597101	22598542	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	88803.33386993408	0.0	247397.01887702942	0.0
chr8	48695751	48696848	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	114469.23683929443	0.0	258756.64812469482	0.0
chr8	133293088	133294829	TBD_1	Enhancer	Inactive	1.0	3.0	2.0	4.0	316633.7289009094	54878.11101150513	102589.027841568	0.0
chr8	22171602	22172296	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	186229.08041000366	0.0	0.0	0.0
chr8	100567054	100567875	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	161691.33611297607	0.0	0.0	0.0
chr8	142815572	142816708	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	447398.5862560272
chr8	48703899	48704904	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	74852.25107765198	0.0	0.0	0.0
chr8	53734315	53735206	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	512039.6784877777
chr8	124856405	124857451	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	94887.394115448	0.0	387952.74253082275	0.0
chr8	27672594	27673982	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	166828.5888748169	0.0	513917.09659194946	0.0
chr8	81227281	81227952	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	165398.17446136475	0.0	0.0	0.0
chr8	127400429	127401296	CTCF	CTCF	Active	3.0	4.0	1.0	2.0	0.0	0.0	1250482.7954864502	494827.60873031616
chr8	129800204	129801107	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	201217.69403076172	0.0	511001.16131591797	0.0
chr8	19127915	19128709	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	169729.5580177307	0.0	195944.54259109497	0.0
chr8	133375319	133375976	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	151134.91227722168	0.0	0.0	0.0
chr8	37781185	37781943	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	180991.12105560303	0.0	282739.4602508545	0.0
chr8	38527080	38528634	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	262904.57723236084	0.0	0.0	0.0
chr8	11876927	11877529	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	147407.8455696106	0.0	440316.4605064392	0.0
chr8	101098408	101098961	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	151235.5567855835	0.0	0.0	0.0
chr8	128184400	128185126	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	60034.8825302124	0.0	145427.64426994324	0.0
chr8	123690104	123690824	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	250900.86435317993
chr8	22989171	22990221	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	170958.51471328735	0.0	0.0	0.0
chr8	124655087	124655881	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	173315.59101867676	0.0	174124.36500549316	0.0
chr8	133328471	133329141	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	161872.69458007812	0.0	726530.4299926758	0.0
chr8	133320309	133321227	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	78428.19589996338	0.0	613565.9065055847	0.0
chr8	93822005	93822889	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	462714.9278831482
chr8	28365673	28366295	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	155023.06301498413	0.0	0.0	0.0
chr8	48864815	48865450	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	143036.19106292725	0.0	0.0	0.0
chr8	130309130	130309811	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	138442.9478378296	0.0	0.0	0.0
chr8	27340424	27341321	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	191144.78184890747	0.0	0.0	0.0
chr8	102651035	102652883	Promoter/CTCF	Promoter	Inactive	4.0	3.0	2.0	1.0	0.0	82735.49782562256	146472.4272518158	294852.99799346924
chr8	129707495	129708456	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	208329.18408966064	0.0	259631.42909049988	0.0
chr8	102807236	102808151	Enhancer/CTCF	Promoter	Inactive	3.0	4.0	2.0	1.0	182864.68901062012	0.0	695112.3177947998	759027.7666358948
chr8	66521775	66523355	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	219711.61960601807	0.0	2094813.592868805	0.0
chr8	23410141	23411025	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	694518.5030326843
chr8	123661793	123662767	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	155828.87042999268	0.0	0.0	0.0
chr8	48925060	48926117	Enhancer/CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	110681.782371521	0.0	207437.8387775421	231053.38831710815
chr8	66535568	66536256	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	45408.96054840088	0.0	95603.1263551712	0.0
chr8	8338460	8339260	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	164511.82781219482	0.0	561104.9999389648	0.0
chr8	23295886	23297100	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	360902.953414917
chr8	142815929	142817199	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	942945.9339027405
chr8	127670570	127671240	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	61555.899450302124	0.0	300890.5929107666	0.0
chr8	102807164	102808138	Enhancer/CTCF	Promoter	Inactive	3.0	4.0	2.0	1.0	179862.9475517273	0.0	752457.2137908936	759169.6790294647
chr8	133340805	133341828	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	95834.2684059143	0.0	650475.5713500977	0.0
chr8	128176486	128177473	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	72716.80440711975	0.0	512106.79775619507	0.0
chr8	36901219	36901822	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	133990.68293762207	0.0	162363.77104187012	0.0
chr8	118142493	118143316	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	78468.45476531982	0.0	0.0	0.0
chr8	125606328	125606972	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	131210.53353881836	0.0	0.0	0.0
chr8	129883714	129884264	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	147085.5059967041	0.0	122052.24438095093	0.0
chr8	127499350	127499925	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	116483.85624694824	0.0	135149.23768997192	0.0
chr8	22917882	22919214	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	152449.91520690918	546767.505027771
chr8	132881524	132882202	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	161348.8452682495	0.0	0.0	0.0
chr8	141026560	141027297	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	142492.2268218994	0.0	157528.302192688	0.0
chr8	127686917	127687729	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	102704.01608276367	0.0	399494.57359313965	0.0
chr8	125644305	125645129	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	124643.02544403076	0.0	0.0	452497.34870910645
chr8	22672656	22673645	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	620359.0843315125
chr8	104746656	104747232	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	139027.1272392273	0.0	263106.08305358887	0.0
chr8	32324128	32324734	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	116544.27338790894	0.0	0.0	0.0
chr8	125514671	125515670	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	38216.848304748535	0.0	162934.79400253296	0.0
chr8	125513040	125513576	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	53245.736167907715	0.0	219368.4976348877	0.0
chr8	125679797	125680706	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	144446.4503479004	0.0	0.0	0.0
chr8	95114232	95116122	Promoter	Enhancer	Active	3.0	2.0	1.0	4.0	0.0	216165.9771156311	471904.6300506592	0.0
chr8	22622619	22623466	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	544456.513256073
chr8	36573605	36574398	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	139409.9442024231	0.0	279483.3938102722	0.0
chr8	127831473	127832104	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	130465.11455535889	0.0	170139.3427619934	0.0
chr8	23355956	23356580	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	59098.124462127686	0.0	138016.47296524048	0.0
chr8	93822051	93822740	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	456247.78668022156
chr8	124866065	124867004	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	133466.943775177	0.0	297415.8600540161	0.0
chr8	22203701	22204679	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	166627.10341644287	0.0	513309.56397628784	0.0
chr8	143572598	143574533	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	148253.9850921631	0.0	399105.77551078796	0.0
chr8	127853867	127855080	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	15703.780786514282	0.0	1381744.2203979492	0.0
chr8	58858016	58858909	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	151618.3868637085	0.0	0.0	0.0
chr8	100416748	100417550	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	74570.18461799622	0.0	133995.08280658722	0.0
chr8	143128518	143129353	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	138704.87746429443	0.0	0.0	0.0
chr8	128273692	128274547	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	164048.39304351807	0.0	0.0	0.0
chr8	124781298	124781942	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	214571.36993026733
chr8	37514168	37514780	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	42568.366203308105	0.0	88908.88832092285	0.0
chr8	32309584	32310566	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	65937.65103912354	0.0	413709.31840515137	0.0
chr8	27361634	27362629	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	78186.41133880615	0.0	406298.2964553833	0.0
chr8	99782852	99783387	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	122104.55030059814	0.0	0.0	0.0
chr8	117614950	117615752	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	303247.52223205566	364917.16580200195
chr8	124771934	124772586	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	114267.80228424072	0.0	0.0	0.0
chr8	138830660	138831769	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	107397.97839355469	0.0	743928.2230987549	0.0
