chr	start	end	id	RE_rule	Active_rule	Active_inter
chr3	105518755	105519234	chr3:105518755_105519234	Enhancer/CTCF	Inactive	Inactive
chr12	685339	685846	chr12:685339_685846	Enhancer/CTCF	Inactive	Inactive
chr16	22812887	22813730	chr16:22812887_22813730	Enhancer/CTCF	Inactive	Inactive
chr12	83057432	83057847	chr12:83057432_83057847	Enhancer/CTCF	Inactive	Inactive
chrX	109281453	109282010	chrX:109281453_109282010	Enhancer/CTCF	Inactive	Inactive
chr3	156449970	156450399	chr3:156449970_156450399	Enhancer/CTCF	Inactive	Inactive
chr14	103980385	103981176	chr14:103980385_103981176	Enhancer/CTCF	Inactive	Inactive
chr7	97367133	97367528	chr7:97367133_97367528	CTCF	Inactive	Inactive
chr11	11420477	11420876	chr11:11420477_11420876	Enhancer/CTCF	Inactive	Inactive
chr1	51627692	51628023	chr1:51627692_51628023	Enhancer/CTCF	Inactive	Inactive
chr5	17838469	17838989	chr5:17838469_17838989	Enhancer/Promoter	Inactive	Inactive
chr17	46782030	46782815	chr17:46782030_46782815	Enhancer/CTCF	Inactive	Inactive
chr15	98311355	98312169	chr15:98311355_98312169	Enhancer/CTCF	Inactive	Inactive
chr11	27012134	27012683	chr11:27012134_27012683	Enhancer	Inactive	Inactive
chr5	101390228	101390742	chr5:101390228_101390742	Enhancer/CTCF	Inactive	Inactive
chr12	84103891	84104283	chr12:84103891_84104283	Enhancer/CTCF	Inactive	Inactive
chr8	104329492	104330473	chr8:104329492_104330473	Promoter/CTCF	Inactive	Inactive
chr21	17585905	17586181	chr21:17585905_17586181	Enhancer/CTCF	Inactive	Inactive
chr12	16939670	16940388	chr12:16939670_16940388	Enhancer/CTCF	Inactive	Inactive
chr9	132698973	132699538	chr9:132698973_132699538	Enhancer/CTCF	Inactive	Inactive
chrX	154575043	154575432	chrX:154575043_154575432	Enhancer/CTCF	Inactive	Inactive
chr20	30503894	30504265	chr20:30503894_30504265	CTCF	Inactive	Inactive
chr15	100663912	100664386	chr15:100663912_100664386	Enhancer/CTCF	Inactive	Inactive
chr19	2962015	2962509	chr19:2962015_2962509	CTCF	Inactive	Inactive
chr15	59501479	59501913	chr15:59501479_59501913	Enhancer/CTCF	Inactive	Inactive
chr15	59501341	59502091	chr15:59501341_59502091	Enhancer/CTCF	Inactive	Inactive
chrX	38249801	38250431	chrX:38249801_38250431	Enhancer/CTCF	Inactive	Inactive
chr4	6316334	6316921	chr4:6316334_6316921	Enhancer	Inactive	Inactive
chr7	144738727	144739110	chr7:144738727_144739110	Enhancer/CTCF	Inactive	Inactive
chr3	159586350	159587195	chr3:159586350_159587195	Enhancer/CTCF	Inactive	Inactive
chr10	27656604	27656958	chr10:27656604_27656958	Enhancer/CTCF	Inactive	Inactive
chr6	23446347	23446803	chr6:23446347_23446803	Enhancer/CTCF	Inactive	Inactive
chr10	77641740	77642216	chr10:77641740_77642216	Enhancer/CTCF	Inactive	Inactive
chr1	218521606	218521930	chr1:218521606_218521930	Enhancer/CTCF	Inactive	Inactive
chr13	60431053	60431538	chr13:60431053_60431538	Enhancer/CTCF	Inactive	Inactive
chr1	144217014	144217941	chr1:144217014_144217941	Enhancer/CTCF	Inactive	Inactive
chr6	11918375	11918924	chr6:11918375_11918924	Enhancer	Inactive	Inactive
chr5	127492762	127493322	chr5:127492762_127493322	Enhancer/CTCF	Inactive	Inactive
chr5	64811034	64811428	chr5:64811034_64811428	Enhancer/CTCF	Inactive	Inactive
chr11	18802615	18803032	chr11:18802615_18803032	Enhancer/CTCF	Inactive	Inactive
chr13	103979459	103979911	chr13:103979459_103979911	Enhancer	Inactive	Inactive
chr22	31272773	31273214	chr22:31272773_31273214	CTCF	Inactive	Inactive
chr4	26726024	26726318	chr4:26726024_26726318	Enhancer/CTCF	Inactive	Inactive
chr12	112411303	112412041	chr12:112411303_112412041	Enhancer/CTCF	Inactive	Inactive
chr9	74742648	74743403	chr9:74742648_74743403	Enhancer/CTCF	Inactive	Inactive
chr22	31665595	31666016	chr22:31665595_31666016	Enhancer/CTCF	Inactive	Inactive
chr6	73610411	73610866	chr6:73610411_73610866	CTCF	Inactive	Inactive
chr3	65245620	65246031	chr3:65245620_65246031	Enhancer/CTCF	Inactive	Inactive
chr1	7929729	7929833	chr1:7929729_7929833	Enhancer	Inactive	Inactive
chr8	77147328	77147835	chr8:77147328_77147835	Enhancer/CTCF	Inactive	Inactive
chr6	138816039	138816468	chr6:138816039_138816468	Enhancer/CTCF	Inactive	Inactive
chrY	17380224	17380634	chrY:17380224_17380634	Enhancer/CTCF	Inactive	Inactive
chr8	78226691	78227206	chr8:78226691_78227206	Enhancer	Inactive	Inactive
chr11	31487843	31488261	chr11:31487843_31488261	Enhancer/CTCF	Inactive	Inactive
chr6	74409429	74409884	chr6:74409429_74409884	Enhancer/CTCF	Inactive	Inactive
chr6	11744864	11745119	chr6:11744864_11745119	Enhancer/Promoter	Inactive	Inactive
chr16	18180770	18181670	chr16:18180770_18181670	Enhancer/CTCF	Inactive	Inactive
chr17	48841254	48841887	chr17:48841254_48841887	Enhancer	Active	Inactive
chr15	84356017	84356394	chr15:84356017_84356394	Enhancer/CTCF	Inactive	Inactive
chr17	9444800	9445204	chr17:9444800_9445204	Enhancer/CTCF	Inactive	Inactive
chr6	77561963	77562370	chr6:77561963_77562370	Enhancer	Inactive	Inactive
chr3	68817227	68817709	chr3:68817227_68817709	Enhancer	Inactive	Inactive
chr8	77310415	77310789	chr8:77310415_77310789	Enhancer/CTCF	Inactive	Inactive
chr9	3441174	3441644	chr9:3441174_3441644	Enhancer/CTCF	Inactive	Inactive
chr13	50170420	50170918	chr13:50170420_50170918	Enhancer/CTCF	Inactive	Inactive
chr12	10696123	10696902	chr12:10696123_10696902	Enhancer/CTCF	Inactive	Inactive
chr4	186038113	186038595	chr4:186038113_186038595	Enhancer/CTCF	Inactive	Inactive
chr5	78320476	78320873	chr5:78320476_78320873	Enhancer/CTCF	Inactive	Inactive
chr17	77011052	77011731	chr17:77011052_77011731	Enhancer/CTCF	Inactive	Inactive
chr1	25402719	25403505	chr1:25402719_25403505	Enhancer/CTCF	Inactive	Inactive
chr12	89529714	89530125	chr12:89529714_89530125	Enhancer/CTCF	Inactive	Inactive
chr8	53692627	53693508	chr8:53692627_53693508	Promoter	Inactive	Inactive
chr11	65588509	65589320	chr11:65588509_65589320	Enhancer/CTCF	Inactive	Inactive
chr10	48064184	48064671	chr10:48064184_48064671	Enhancer/CTCF	Inactive	Inactive
chr1	150464109	150464964	chr1:150464109_150464964	CTCF	Inactive	Inactive
chr2	222260389	222260786	chr2:222260389_222260786	Enhancer/CTCF	Inactive	Inactive
chr8	89718261	89718676	chr8:89718261_89718676	Enhancer/CTCF	Inactive	Inactive
chr9	32968211	32969104	chr9:32968211_32969104	Enhancer/CTCF	Inactive	Inactive
chr3	45499517	45499913	chr3:45499517_45499913	Enhancer/CTCF	Inactive	Inactive
chr3	52339503	52339986	chr3:52339503_52339986	Enhancer/CTCF	Inactive	Inactive
chr17	63903617	63904599	chr17:63903617_63904599	Enhancer/CTCF	Inactive	Inactive
chr17	63903805	63904093	chr17:63903805_63904093	Enhancer/CTCF	Inactive	Inactive
chr6	87393014	87393446	chr6:87393014_87393446	Enhancer/CTCF	Inactive	Inactive
chr6	87436395	87436825	chr6:87436395_87436825	Enhancer/CTCF	Inactive	Inactive
chr13	91406669	91407040	chr13:91406669_91407040	Enhancer/CTCF	Inactive	Inactive
chr6	53410639	53411017	chr6:53410639_53411017	Enhancer/CTCF	Inactive	Inactive
chr2	223602156	223602649	chr2:223602156_223602649	Enhancer/CTCF	Inactive	Inactive
chr6	53391126	53391581	chr6:53391126_53391581	Enhancer	Inactive	Inactive
chr6	53410473	53411243	chr6:53410473_53411243	Enhancer/CTCF	Inactive	Inactive
chr5	22214042	22214487	chr5:22214042_22214487	Enhancer/CTCF	Inactive	Inactive
chr6	131069960	131070494	chr6:131069960_131070494	Enhancer/CTCF	Inactive	Inactive
chr2	221969138	221969447	chr2:221969138_221969447	Enhancer/CTCF	Inactive	Inactive
chrX	43557783	43558229	chrX:43557783_43558229	Enhancer/CTCF	Inactive	Inactive
chr15	79339771	79340634	chr15:79339771_79340634	CTCF	Inactive	Inactive
chr8	41612683	41613138	chr8:41612683_41613138	Enhancer/CTCF	Inactive	Inactive
chr14	75132331	75132928	chr14:75132331_75132928	CTCF	Inactive	Inactive
chr6	54267777	54268177	chr6:54267777_54268177	Enhancer/CTCF	Inactive	Inactive
chr12	63276531	63277357	chr12:63276531_63277357	Enhancer/CTCF	Inactive	Inactive
chr10	45489787	45490130	chr10:45489787_45490130	Enhancer/CTCF	Inactive	Inactive
chr2	219352460	219352811	chr2:219352460_219352811	Enhancer/CTCF	Inactive	Inactive
chr4	67549167	67549537	chr4:67549167_67549537	Enhancer/CTCF	Inactive	Inactive
chr17	74671186	74671614	chr17:74671186_74671614	Enhancer/CTCF	Inactive	Inactive
chr6	55528432	55529052	chr6:55528432_55529052	Enhancer/CTCF	Inactive	Inactive
chr9	27247489	27248214	chr9:27247489_27248214	Enhancer/CTCF	Inactive	Inactive
chr13	95660976	95661399	chr13:95660976_95661399	Enhancer/CTCF	Inactive	Inactive
chr1	3801500	3801780	chr1:3801500_3801780	Enhancer/CTCF	Inactive	Inactive
chr6	135423632	135424035	chr6:135423632_135424035	CTCF	Inactive	Inactive
chr11	116879796	116880250	chr11:116879796_116880250	Enhancer/CTCF	Inactive	Inactive
chr5	169503651	169504402	chr5:169503651_169504402	Enhancer/CTCF	Inactive	Inactive
chr17	67582633	67583052	chr17:67582633_67583052	Enhancer/Promoter	Inactive	Inactive
chr17	67784334	67784687	chr17:67784334_67784687	Enhancer/CTCF	Inactive	Inactive
chr8	51961986	51962842	chr8:51961986_51962842	Promoter	Active	Inactive
chr8	51850546	51850898	chr8:51850546_51850898	Enhancer/CTCF	Inactive	Inactive
chr3	80688821	80689207	chr3:80688821_80689207	Enhancer/CTCF	Inactive	Inactive
chr6	9295643	9295954	chr6:9295643_9295954	Enhancer/CTCF	Inactive	Inactive
chr17	68386334	68386898	chr17:68386334_68386898	Enhancer/Promoter	Inactive	Inactive
chr10	4315503	4316001	chr10:4315503_4316001	Enhancer	Inactive	Inactive
chr6	84967371	84967784	chr6:84967371_84967784	Enhancer/CTCF	Inactive	Inactive
chr2	21118265	21118659	chr2:21118265_21118659	Enhancer/CTCF	Inactive	Inactive
chr8	68490663	68491015	chr8:68490663_68491015	Enhancer/CTCF	Inactive	Inactive
chr8	68490469	68491239	chr8:68490469_68491239	Enhancer/CTCF	Inactive	Inactive
chr17	56319456	56320056	chr17:56319456_56320056	Enhancer/CTCF	Inactive	Inactive
chr2	212567448	212568223	chr2:212567448_212568223	Enhancer/CTCF	Inactive	Inactive
chr13	101757418	101757891	chr13:101757418_101757891	Enhancer/CTCF	Inactive	Inactive
chr2	212567571	212567979	chr2:212567571_212567979	Enhancer/CTCF	Inactive	Inactive
chr17	57130762	57131389	chr17:57130762_57131389	Enhancer/CTCF	Inactive	Inactive
chr17	8041344	8041682	chr17:8041344_8041682	Enhancer/CTCF	Inactive	Inactive
chr11	32809192	32809636	chr11:32809192_32809636	Enhancer/CTCF	Inactive	Inactive
chr22	35930895	35931356	chr22:35930895_35931356	CTCF	Inactive	Inactive
chr22	27603649	27604209	chr22:27603649_27604209	Enhancer/CTCF	Inactive	Inactive
chr9	33617018	33618168	chr9:33617018_33618168	Enhancer/CTCF	Inactive	Inactive
chr17	81142673	81143094	chr17:81142673_81143094	Enhancer/CTCF	Inactive	Inactive
chr14	59422486	59422672	chr14:59422486_59422672	Enhancer/CTCF	Inactive	Inactive
chr12	103548578	103549014	chr12:103548578_103549014	Enhancer/CTCF	Inactive	Inactive
chr3	41893983	41894403	chr3:41893983_41894403	Enhancer/CTCF	Inactive	Inactive
chr2	208373292	208374051	chr2:208373292_208374051	Enhancer/CTCF	Inactive	Inactive
chr17	81821770	81822086	chr17:81821770_81822086	Enhancer/CTCF	Inactive	Inactive
chr6	79269858	79270352	chr6:79269858_79270352	Enhancer	Inactive	Inactive
chr13	42740792	42741124	chr13:42740792_42741124	Enhancer/Promoter	Inactive	Inactive
chr8	94164951	94165364	chr8:94164951_94165364	Enhancer/CTCF	Inactive	Inactive
chr15	85399319	85399723	chr15:85399319_85399723	CTCF	Inactive	Inactive
chr15	83248348	83248804	chr15:83248348_83248804	Enhancer/CTCF	Inactive	Inactive
chr15	81939431	81940137	chr15:81939431_81940137	Enhancer/CTCF	Inactive	Inactive
chr17	42917286	42917556	chr17:42917286_42917556	Enhancer/CTCF	Inactive	Inactive
chr10	124403440	124403924	chr10:124403440_124403924	Enhancer/CTCF	Inactive	Inactive
chr22	24938443	24939385	chr22:24938443_24939385	Enhancer/CTCF	Inactive	Inactive
chr17	60971554	60972348	chr17:60971554_60972348	Enhancer/CTCF	Inactive	Inactive
chr5	128498856	128499205	chr5:128498856_128499205	Enhancer/CTCF	Inactive	Inactive
chr15	77821244	77822040	chr15:77821244_77822040	Enhancer/CTCF	Inactive	Inactive
chr5	79971364	79971424	chr5:79971364_79971424	Enhancer/CTCF	Inactive	Inactive
chr14	74038195	74038658	chr14:74038195_74038658	CTCF	Inactive	Inactive
chr3	73148079	73148685	chr3:73148079_73148685	Enhancer/CTCF	Inactive	Inactive
chrX	140762082	140762500	chrX:140762082_140762500	Enhancer/CTCF	Inactive	Inactive
chr8	59921351	59922165	chr8:59921351_59922165	CTCF	Inactive	Inactive
chr17	62421448	62421717	chr17:62421448_62421717	Enhancer/CTCF	Inactive	Inactive
chr8	61563205	61563626	chr8:61563205_61563626	CTCF	Inactive	Inactive
chr17	5793923	5794255	chr17:5793923_5794255	Enhancer/CTCF	Inactive	Inactive
chr1	39720027	39720386	chr1:39720027_39720386	Enhancer/CTCF	Inactive	Inactive
chr14	73173074	73173534	chr14:73173074_73173534	Enhancer/CTCF	Inactive	Inactive
chr2	226802386	226803088	chr2:226802386_226803088	Enhancer/CTCF	Inactive	Inactive
chr17	58710981	58711377	chr17:58710981_58711377	Enhancer/CTCF	Inactive	Inactive
chr14	58072561	58072981	chr14:58072561_58072981	Enhancer/CTCF	Inactive	Inactive
chr14	73295196	73295776	chr14:73295196_73295776	CTCF	Inactive	Inactive
chr1	25743432	25743930	chr1:25743432_25743930	Enhancer/CTCF	Inactive	Inactive
chr8	63165498	63166208	chr8:63165498_63166208	CTCF	Inactive	Inactive
chr6	125858659	125859098	chr6:125858659_125859098	CTCF	Inactive	Inactive
chr1	208880431	208880831	chr1:208880431_208880831	Enhancer/CTCF	Inactive	Inactive
chrY	18423720	18425590	chrY:18423720_18425590	Enhancer/CTCF	Inactive	Inactive
chr3	72851374	72851721	chr3:72851374_72851721	Enhancer/CTCF	Inactive	Inactive
chr12	64098716	64099113	chr12:64098716_64099113	Enhancer	Active	Inactive
chr1	11158789	11158970	chr1:11158789_11158970	Enhancer	Inactive	Inactive
chr20	8751495	8751813	chr20:8751495_8751813	Enhancer/CTCF	Inactive	Inactive
chr15	94602780	94603504	chr15:94602780_94603504	Enhancer	Active	Inactive
chr1	178650818	178651401	chr1:178650818_178651401	Enhancer/CTCF	Inactive	Inactive
chr3	150183949	150184808	chr3:150183949_150184808	Enhancer/CTCF	Inactive	Inactive
chr11	94504695	94505077	chr11:94504695_94505077	Enhancer/CTCF	Inactive	Inactive
chr1	60978969	60979370	chr1:60978969_60979370	CTCF	Inactive	Inactive
chr5	111083282	111083721	chr5:111083282_111083721	Enhancer	Inactive	Inactive
chr19	41998234	41999041	chr19:41998234_41999041	Enhancer/CTCF	Inactive	Inactive
chr1	179087659	179088051	chr1:179087659_179088051	Enhancer	Active	Active
chr12	22443381	22443785	chr12:22443381_22443785	Enhancer/CTCF	Inactive	Inactive
chr14	104354345	104354796	chr14:104354345_104354796	Enhancer	Inactive	Inactive
chr10	14536927	14537313	chr10:14536927_14537313	CTCF	Inactive	Inactive
chr13	24727723	24728616	chr13:24727723_24728616	Enhancer/CTCF	Inactive	Inactive
chr9	4302957	4303550	chr9:4302957_4303550	Enhancer	Active	Inactive
chr2	101759028	101759603	chr2:101759028_101759603	Enhancer	Active	Inactive
chr6	32885682	32886095	chr6:32885682_32886095	Enhancer/CTCF	Inactive	Inactive
chr12	20805846	20806331	chr12:20805846_20806331	Enhancer/CTCF	Inactive	Inactive
chr7	152341388	152341765	chr7:152341388_152341765	Enhancer/CTCF	Inactive	Inactive
chr12	82527035	82527716	chr12:82527035_82527716	Enhancer/CTCF	Inactive	Inactive
chr6	32785705	32786507	chr6:32785705_32786507	Enhancer/CTCF	Inactive	Inactive
chr3	15159923	15160038	chr3:15159923_15160038	Enhancer	Inactive	Inactive
chr6	105326188	105326739	chr6:105326188_105326739	Enhancer	Inactive	Inactive
chr4	149263965	149264717	chr4:149263965_149264717	Enhancer/CTCF	Inactive	Inactive
chr2	74516225	74516627	chr2:74516225_74516627	Enhancer/Promoter	Inactive	Inactive
chr20	57346208	57346985	chr20:57346208_57346985	Enhancer/CTCF	Inactive	Inactive
chrX	27809326	27809696	chrX:27809326_27809696	CTCF	Active	Inactive
chr3	141913019	141913842	chr3:141913019_141913842	Enhancer/CTCF	Inactive	Inactive
chr4	148770915	148771187	chr4:148770915_148771187	Enhancer	Inactive	Inactive
chr20	57990411	57990747	chr20:57990411_57990747	Enhancer/CTCF	Inactive	Inactive
chr12	8078320	8078764	chr12:8078320_8078764	CTCF	Inactive	Inactive
chr12	816467	816803	chr12:816467_816803	Enhancer/CTCF	Inactive	Inactive
chr4	122992050	122992538	chr4:122992050_122992538	CTCF	Active	Inactive
chr7	84455824	84456164	chr7:84455824_84456164	Enhancer	Inactive	Inactive
chr10	99630472	99630866	chr10:99630472_99630866	Enhancer/CTCF	Inactive	Inactive
chr3	146577651	146578073	chr3:146577651_146578073	Enhancer/CTCF	Inactive	Inactive
chr5	109256491	109256916	chr5:109256491_109256916	Enhancer/CTCF	Inactive	Inactive
chr7	17706737	17707153	chr7:17706737_17707153	Enhancer/CTCF	Inactive	Inactive
chr6	31192302	31193089	chr6:31192302_31193089	CTCF	Inactive	Inactive
chr7	18570826	18571271	chr7:18570826_18571271	Enhancer/CTCF	Inactive	Inactive
chr14	67704189	67705096	chr14:67704189_67705096	Enhancer/CTCF	Inactive	Inactive
chr10	74213564	74213950	chr10:74213564_74213950	CTCF	Inactive	Inactive
chr8	109195474	109195829	chr8:109195474_109195829	Enhancer	Inactive	Inactive
chr8	108890339	108890744	chr8:108890339_108890744	Enhancer/CTCF	Inactive	Inactive
chr19	2056169	2056519	chr19:2056169_2056519	Enhancer	Inactive	Inactive
chr21	26499492	26499877	chr21:26499492_26499877	Enhancer/CTCF	Inactive	Inactive
chr2	57497496	57497885	chr2:57497496_57497885	Enhancer/CTCF	Inactive	Inactive
chr14	103185285	103185772	chr14:103185285_103185772	Enhancer/CTCF	Inactive	Inactive
chr17	18569606	18569765	chr17:18569606_18569765	Enhancer/Promoter	Inactive	Inactive
chr4	86895688	86896137	chr4:86895688_86896137	Enhancer/CTCF	Inactive	Inactive
chr5	91126269	91127086	chr5:91126269_91127086	Promoter/CTCF	Inactive	Inactive
chr9	85786050	85786522	chr9:85786050_85786522	Enhancer/CTCF	Inactive	Inactive
chr2	62662533	62663080	chr2:62662533_62663080	Enhancer/CTCF	Inactive	Inactive
chr3	161274658	161275116	chr3:161274658_161275116	CTCF	Inactive	Inactive
chr19	309569	309955	chr19:309569_309955	Enhancer/Promoter	Inactive	Active
chr2	63581220	63581700	chr2:63581220_63581700	Enhancer/CTCF	Inactive	Inactive
chr2	127355204	127356065	chr2:127355204_127356065	CTCF	Inactive	Inactive
chr6	108492073	108492547	chr6:108492073_108492547	Enhancer/CTCF	Inactive	Inactive
chr10	7260395	7260771	chr10:7260395_7260771	Enhancer/CTCF	Inactive	Inactive
chr12	13661089	13661840	chr12:13661089_13661840	Enhancer/CTCF	Inactive	Inactive
chr10	7269350	7269771	chr10:7269350_7269771	Enhancer/CTCF	Inactive	Inactive
chr21	31086261	31086992	chr21:31086261_31086992	Enhancer/CTCF	Inactive	Inactive
chr11	9834296	9834798	chr11:9834296_9834798	Enhancer/CTCF	Inactive	Inactive
chr3	171225679	171226087	chr3:171225679_171226087	Enhancer/Promoter	Inactive	Inactive
chr11	75451218	75452086	chr11:75451218_75452086	CTCF	Inactive	Inactive
chr11	75639838	75640210	chr11:75639838_75640210	Enhancer	Inactive	Inactive
chr9	133329182	133329899	chr9:133329182_133329899	Enhancer/CTCF	Inactive	Inactive
chr4	86359884	86360427	chr4:86359884_86360427	Enhancer/Promoter	Inactive	Inactive
chr12	19402972	19403425	chr12:19402972_19403425	Enhancer/CTCF	Inactive	Inactive
chr4	153750148	153750595	chr4:153750148_153750595	Enhancer/CTCF	Inactive	Inactive
chr10	120824543	120825354	chr10:120824543_120825354	Enhancer/CTCF	Inactive	Inactive
chr6	3334567	3334985	chr6:3334567_3334985	Enhancer/CTCF	Inactive	Inactive
chr10	14325045	14325863	chr10:14325045_14325863	Enhancer/CTCF	Inactive	Inactive
chr7	98168534	98168971	chr7:98168534_98168971	Enhancer/CTCF	Inactive	Inactive
chr4	120071180	120071623	chr4:120071180_120071623	Enhancer/CTCF	Inactive	Inactive
chr10	14382011	14382446	chr10:14382011_14382446	Enhancer/Promoter	Inactive	Inactive
chr19	35879732	35880133	chr19:35879732_35880133	Enhancer/CTCF	Inactive	Inactive
chr7	144178227	144178972	chr7:144178227_144178972	Enhancer/CTCF	Inactive	Inactive
chr5	141811190	141812217	chr5:141811190_141812217	Enhancer/CTCF	Inactive	Inactive
chr10	27783405	27784175	chr10:27783405_27784175	Enhancer/CTCF	Inactive	Inactive
chr11	29334188	29334571	chr11:29334188_29334571	CTCF	Inactive	Inactive
chr15	92797098	92797580	chr15:92797098_92797580	Enhancer/CTCF	Inactive	Inactive
chr14	64681958	64682549	chr14:64681958_64682549	Enhancer/CTCF	Inactive	Inactive
chr4	118969142	118969795	chr4:118969142_118969795	Enhancer/CTCF	Inactive	Inactive
chr2	111850634	111851014	chr2:111850634_111851014	Enhancer/CTCF	Inactive	Inactive
chrX	31423753	31424297	chrX:31423753_31424297	Enhancer/CTCF	Inactive	Inactive
chr12	9407363	9407818	chr12:9407363_9407818	Enhancer	Active	Inactive
chr1	184075400	184075816	chr1:184075400_184075816	Enhancer/CTCF	Inactive	Inactive
chr1	9702059	9702712	chr1:9702059_9702712	Enhancer/CTCF	Inactive	Inactive
chr7	30974654	30975434	chr7:30974654_30975434	CTCF	Inactive	Inactive
chr3	101707326	101707720	chr3:101707326_101707720	Enhancer/CTCF	Inactive	Inactive
chr10	100680791	100681055	chr10:100680791_100681055	Enhancer/CTCF	Inactive	Inactive
chr7	44348353	44348771	chr7:44348353_44348771	Enhancer/CTCF	Inactive	Inactive
chrX	28010827	28011327	chrX:28010827_28011327	Enhancer/CTCF	Inactive	Inactive
chr3	104245877	104246449	chr3:104245877_104246449	Enhancer	Inactive	Inactive
chr15	39874929	39875347	chr15:39874929_39875347	Enhancer/CTCF	Inactive	Inactive
chr10	17872665	17873104	chr10:17872665_17873104	Enhancer/CTCF	Inactive	Inactive
chr4	94304359	94304789	chr4:94304359_94304789	Enhancer/CTCF	Inactive	Inactive
chr2	98518043	98518438	chr2:98518043_98518438	Enhancer/CTCF	Inactive	Inactive
chr13	75686626	75687669	chr13:75686626_75687669	Enhancer/CTCF	Inactive	Inactive
chrX	101206432	101206882	chrX:101206432_101206882	Enhancer/CTCF	Inactive	Inactive
chr1	183543563	183543975	chr1:183543563_183543975	Enhancer/CTCF	Inactive	Inactive
chr10	90880059	90880494	chr10:90880059_90880494	Enhancer/CTCF	Inactive	Inactive
chr4	136526487	136526990	chr4:136526487_136526990	Enhancer	Inactive	Inactive
chr14	20714750	20715293	chr14:20714750_20715293	Enhancer/CTCF	Inactive	Inactive
chr7	27689544	27690034	chr7:27689544_27690034	Enhancer/CTCF	Inactive	Inactive
chr9	97615450	97615924	chr9:97615450_97615924	Enhancer/CTCF	Inactive	Inactive
chr5	52870421	52870915	chr5:52870421_52870915	Enhancer	Inactive	Inactive
chr5	73201881	73202273	chr5:73201881_73202273	Enhancer/CTCF	Inactive	Inactive
chr3	115692833	115693293	chr3:115692833_115693293	CTCF	Inactive	Inactive
chr7	38660237	38661138	chr7:38660237_38661138	Enhancer/CTCF	Inactive	Inactive
chr5	100311780	100312194	chr5:100311780_100312194	Enhancer/CTCF	Inactive	Inactive
chr6	22712607	22712986	chr6:22712607_22712986	Enhancer/CTCF	Inactive	Inactive
chr6	18622408	18622790	chr6:18622408_18622790	CTCF	Active	Inactive
chr4	98773688	98774022	chr4:98773688_98774022	Enhancer	Inactive	Inactive
chr20	17873897	17874532	chr20:17873897_17874532	Enhancer/Promoter	Inactive	Inactive
chr16	75498876	75499295	chr16:75498876_75499295	Enhancer	Inactive	Inactive
chr12	28517036	28517487	chr12:28517036_28517487	Enhancer/CTCF	Inactive	Inactive
chr12	77685066	77685526	chr12:77685066_77685526	Enhancer/CTCF	Inactive	Inactive
chr1	228558094	228558295	chr1:228558094_228558295	Enhancer/CTCF	Inactive	Active
chr9	97615313	97616056	chr9:97615313_97616056	Enhancer/CTCF	Inactive	Inactive
chr1	230303919	230304272	chr1:230303919_230304272	Enhancer	Inactive	Inactive
chr10	94444206	94444671	chr10:94444206_94444671	Enhancer/CTCF	Inactive	Inactive
chr3	120410479	120410960	chr3:120410479_120410960	CTCF	Active	Inactive
chr7	32427660	32428092	chr7:32427660_32428092	Enhancer/CTCF	Inactive	Inactive
chr20	31460496	31460894	chr20:31460496_31460894	Enhancer/CTCF	Inactive	Inactive
chr20	31460230	31461074	chr20:31460230_31461074	Enhancer/CTCF	Inactive	Inactive
chr20	3117930	3118313	chr20:3117930_3118313	CTCF	Inactive	Inactive
chr6	22943311	22943750	chr6:22943311_22943750	Enhancer/CTCF	Inactive	Inactive
chr15	97245723	97246220	chr15:97245723_97246220	Enhancer/CTCF	Inactive	Inactive
chr7	73865818	73866643	chr7:73865818_73866643	Enhancer/CTCF	Inactive	Inactive
chr9	92607747	92608231	chr9:92607747_92608231	Enhancer/Promoter	Inactive	Inactive
chr14	53807369	53808040	chr14:53807369_53808040	Enhancer/CTCF	Inactive	Inactive
chr3	13461531	13461935	chr3:13461531_13461935	Enhancer/CTCF	Inactive	Inactive
chr9	12261302	12261678	chr9:12261302_12261678	CTCF	Inactive	Inactive
chr6	163554649	163555045	chr6:163554649_163555045	Enhancer/CTCF	Inactive	Inactive
chr4	146916459	146916877	chr4:146916459_146916877	Enhancer/CTCF	Inactive	Inactive
chr6	100107483	100107912	chr6:100107483_100107912	Enhancer/CTCF	Inactive	Inactive
chr6	28807683	28808095	chr6:28807683_28808095	Enhancer/Promoter	Inactive	Inactive
chr3	132642187	132642631	chr3:132642187_132642631	Enhancer/CTCF	Inactive	Inactive
chr6	100107271	100108000	chr6:100107271_100108000	Enhancer/CTCF	Inactive	Inactive
chr4	147590223	147590664	chr4:147590223_147590664	Enhancer/CTCF	Inactive	Inactive
chr7	74882002	74882586	chr7:74882002_74882586	CTCF	Active	Inactive
chr10	84374867	84375380	chr10:84374867_84375380	CTCF	Inactive	Inactive
chr2	76953748	76954120	chr2:76953748_76954120	Enhancer/CTCF	Inactive	Inactive
chr4	147948292	147948814	chr4:147948292_147948814	Enhancer	Inactive	Inactive
chr7	20172624	20173331	chr7:20172624_20173331	Enhancer/CTCF	Inactive	Inactive
chr15	51801142	51801942	chr15:51801142_51801942	Enhancer/CTCF	Inactive	Inactive
chr1	223811639	223812015	chr1:223811639_223812015	CTCF	Inactive	Inactive
chr12	69664842	69665469	chr12:69664842_69665469	Enhancer/CTCF	Inactive	Inactive
