chromosome	start	finish	huvec	CD14pos	kera
chr9	133238531	133239822			CTCF
chr9	133329176	133329918	CTCF	CTCF	CTCF
chr9	133335673	133336587	Promoter	Enhancer	
chr9	133341674	133342327		Promoter	
chr9	133347490	133349010	Promoter	Enhancer	Promoter
chr9	133351771	133352594			CTCF
chr9	133356251	133356802		Enhancer/Promoter	
chr9	133374572	133375378		Enhancer	
chr9	133375663	133376661	Promoter	Enhancer	
chr9	133403592	133404635			
chr9	133406327	133407716			CTCF
chr9	133417509	133418560	Promoter	Enhancer	
chr9	133459275	133460915	Promoter	Enhancer/Promoter	Promoter
chr9	133470466	133471404		Enhancer	
chr9	133474160	133474654		Enhancer	
chr9	133475522	133476062		Promoter	
chr9	133476157	133477467		Promoter	
chr9	133477809	133479741	Promoter	Enhancer	
chr9	133485641	133487142			CTCF
chr9	133540306	133540819		Enhancer	
chr9	133558595	133559182		Enhancer/Promoter	
chr9	133742257	133743960			CTCF
chr9	133781420	133782887			CTCF
chr9	133786341	133786773		Promoter	
chr9	133788867	133789571	Enhancer		
chr9	133792545	133793676			CTCF
chr9	133825778	133826234		Enhancer	
chr9	133844263	133845930		Enhancer	
chr9	133855479	133856643		Enhancer	
chr9	133862470	133863364		Promoter	
chr9	133873576	133875073			Enhancer
chr9	133875917	133876862			CTCF
chr9	133881032	133882534			Enhancer
chr9	133931960	133932782	Enhancer		
chr9	133944612	133945309	Enhancer		Enhancer
chr9	133947935	133948568	Enhancer		
chr9	133960353	133960908		Enhancer	
chr9	133992058	133993777	Promoter	Enhancer/Promoter	
chr9	133994010	133995487			CTCF
chr9	134024620	134026401	Promoter	Promoter	
chr9	134059903	134060585		Enhancer	
chr9	134065306	134066210		Enhancer	
chr9	134067282	134069104	Promoter	Promoter	
chr9	134098797	134100149	CTCF		
chr9	134122753	134123491		Enhancer	
chr9	134123716	134124208		Enhancer	
chr9	134135255	134136659	Promoter	Enhancer	
chr9	134195468	134195897		Enhancer	
chr9	134226132	134226524		Enhancer	
chr9	134243647	134244289		Enhancer	
chr9	134268174	134268960		Enhancer	
chr9	134276290	134276810		Enhancer	
chr9	134293871	134293994		Promoter	
chr9	134324174	134325531		Promoter	
chr9	134325547	134326691		Promoter	
chr9	134329861	134330337		Enhancer	
chr9	134340446	134341818	Enhancer	Promoter	
chr9	134343605	134344865		Enhancer	
chr9	134346016	134346475		Enhancer	
chr9	134359543	134359932		Enhancer	
chr9	134360095	134360560		Enhancer	
chr9	134365742	134366910		Enhancer	Enhancer
chr9	134371475	134372516		Enhancer	
chr9	134372544	134373677		Promoter	
chr9	134374212	134375092		Promoter	
chr9	134377929	134378402		Enhancer	
chr9	134380834	134382413			
chr9	134384720	134385229		Enhancer	
chr9	134385800	134386340		Enhancer	
chr9	134392884	134393319	Enhancer		
chr9	134396050	134397252		Promoter	
chr9	134398978	134400213			
chr9	134405361	134406253		Enhancer	
chr9	134406669	134407923	Enhancer	Promoter	
chr9	134409051	134410434		Enhancer	
chr9	134413622	134414393	Enhancer		
chr9	134442875	134444236			
chr9	134448743	134450272			
chr9	134455757	134456920	Promoter	Enhancer	
chr9	134459116	134459718		Enhancer	
chr9	134551895	134552519	Enhancer		
chr9	134641160	134642014	Promoter		
chr9	134644470	134645380	Enhancer/Promoter		
chr9	134660202	134661020			CTCF
chr9	134689052	134690350			CTCF
chr9	134698064	134699283	CTCF		CTCF
chr9	134738665	134739726			CTCF
chr9	134778367	134779455			CTCF
chr9	134858339	134859054			CTCF
chr9	134917715	134918234		Enhancer	
chr9	134919217	134919758		Enhancer	
chr9	134922310	134923309		Enhancer	
chr9	134924783	134925697		Enhancer	
chr9	134928394	134929859		Promoter	
chr9	134934696	134935049		Enhancer	
chr9	134936434	134937404		Enhancer	
chr9	134965345	134965819		Enhancer	
chr9	134982864	134984044			
chr9	135053100	135053581		Enhancer	
chr9	135085698	135086727			CTCF
chr9	135086997	135087824			CTCF
chr9	135206182	135206823			CTCF
chr9	135343536	135344982	CTCF		CTCF
chr9	135412354	135413894			CTCF
chr9	135440410	135441299			CTCF
chr9	135499507	135501481			Promoter/CTCF
chr9	135503910	135505445	CTCF		CTCF
chr9	135602438	135604512			CTCF
chr9	135701485	135702684	CTCF	CTCF	CTCF
chr9	135796914	135798388	CTCF	CTCF	CTCF
chr9	135863751	135865285	CTCF		CTCF
chr9	135886939	135888208		Promoter	
chr9	135889960	135890683			Enhancer
chr9	135904962	135905478		Promoter	
chr9	135905769	135906791		Enhancer	
chr9	135906900	135908444	Enhancer/Promoter	Enhancer/Promoter	
chr9	135908802	135909209		Enhancer/Promoter	
chr9	135926684	135927430		Enhancer	
chr9	135958374	135958917		Enhancer	
chr9	135960300	135961794	Promoter	Enhancer	
chr9	135962354	135963025		Enhancer	
chr9	135966817	135968335			CTCF
chr9	135968956	135970261		Enhancer	
chr9	135973225	135973752		Enhancer	
chr9	135989859	135990293		Enhancer	
chr9	135990390	135991036		Enhancer	
chr9	135992584	135993430	Enhancer	Promoter	
chr9	136011844	136012551	Enhancer		
chr9	136038129	136038279		Enhancer	
chr9	136043238	136044055		Enhancer	
chr9	136045235	136046871		Enhancer	
chr9	136049067	136049571		Promoter	
chr9	136051360	136052677	Enhancer	Promoter	
chr9	136055557	136056026		Enhancer	
chr9	136059757	136060766		Enhancer	
chr9	136067025	136067676		Enhancer	
chr9	136075637	136076671		Enhancer	
chr9	136079291	136079805		Enhancer	
chr9	136088878	136089298		Enhancer	
chr9	136089951	136090357		Enhancer	
chr9	136093982	136094606		Enhancer	
chr9	136095074	136095521		Promoter	
chr9	136095566	136096037		Enhancer/Promoter	
chr9	136109403	136111033		Enhancer/Promoter	
chr9	136118011	136119904	Promoter	Enhancer	Promoter
chr9	136122517	136123962			CTCF
chr9	136138363	136139152			CTCF
chr9	136157452	136157954	Enhancer		
chr9	136169922	136170991	CTCF		CTCF
chr9	136225666	136226728	CTCF	CTCF	CTCF
chr9	136231776	136232519		Enhancer	
chr9	136245522	136246284		Enhancer/Promoter	
chr9	136267099	136267832	Promoter	Enhancer/Promoter	
chr9	136283294	136284630			CTCF
chr9	136311834	136313002			CTCF
chr9	136327302	136327772	Promoter	Promoter	
chr9	136338749	136339877	CTCF		CTCF
chr9	136342644	136343256	Promoter	Promoter	
chr9	136362917	136364488			
chr9	136365797	136366259		Enhancer	
chr9	136372364	136373267		Enhancer	
chr9	136373418	136373980		Enhancer	
chr9	136399534	136401501			Promoter/CTCF
chr9	136410329	136411059	Promoter	Enhancer	
chr9	136439588	136440648			
chr9	136482192	136482694		Enhancer	
chr9	136482745	136484263		Enhancer	Promoter
chr9	136484446	136485809			Promoter/CTCF
chr9	136487549	136489535	CTCF		CTCF
chr9	136511508	136513059	Enhancer		
chr9	136521031	136522930		Enhancer	
chr9	136529729	136531499	Enhancer	Enhancer	
chr9	136532893	136534628		Enhancer	
chr9	136538881	136540633	Enhancer	Promoter	
chr9	136545682	136547618	Promoter	Promoter	
chr9	136551263	136552664		Enhancer	
chr9	136557722	136559263		Enhancer	
chr9	136560515	136561042		Enhancer	
chr9	136562796	136563495		Enhancer	
chr9	136563936	136565179		Enhancer/CTCF	
chr9	136586962	136587531		Enhancer	
chr9	136590880	136591344		Enhancer	
chr9	136613624	136614821	Enhancer		
chr9	136615558	136616122		Enhancer	
chr9	136618422	136619119		Enhancer	
chr9	136619375	136620459		Enhancer	
chr9	136620958	136621418		Enhancer	
chr9	136623512	136624587			Enhancer
chr9	136625179	136625629		Enhancer	
chr9	136626757	136628012			CTCF
chr9	136630138	136632146			
chr9	136642267	136643039	Enhancer/Promoter		
chr9	136643700	136646989			CTCF
chr9	136648568	136649455	Enhancer	Enhancer	
chr9	136655240	136656543	Enhancer		
chr9	136656792	136657277		Enhancer	
chr9	136662193	136663299	Promoter		
chr9	136665336	136665770		Enhancer	
chr9	136670999	136672693	Promoter/CTCF		CTCF
chr9	136678512	136679113		Enhancer	
chr9	136679259	136679879		Enhancer	
chr9	136686777	136688004		Enhancer	
chr9	136693599	136694929			
chr9	136697933	136698589		Enhancer	
chr9	136700786	136701785		Enhancer	
chr9	136705241	136706056		Enhancer	
chr9	136713305	136715151	Enhancer		
chr9	136719004	136719601		Enhancer	
chr9	136721024	136722083	Enhancer		
chr9	136726659	136727077		Promoter/CTCF	
chr9	136727329	136729321			Promoter/CTCF
chr9	136734373	136734950			CTCF
chr9	136757550	136758875	CTCF		CTCF
chr9	136760162	136761793			CTCF
chr9	136766207	136767109	CTCF		
chr9	136769620	136770382			CTCF
chr9	136786785	136788288			CTCF
chr9	136790443	136792921			
chr9	136807325	136808349	Promoter	Enhancer	
chr9	136841828	136842909			CTCF
chr9	136843172	136844499			CTCF
chr9	136847050	136848453	Promoter	Promoter	
chr9	136848598	136850089	Promoter	Promoter	Promoter
chr9	136866002	136866707	Promoter	Promoter	
chr9	136882391	136883038		Enhancer/Promoter	
chr9	136886021	136887033		Enhancer/Promoter	
chr9	136935665	136936050		Enhancer	
chr9	136943681	136945543			Promoter/CTCF
chr9	136949519	136950618	Promoter	Promoter	
chr9	136975430	136976217		Enhancer/CTCF	
chr9	136991632	136993018		Enhancer	
chr9	137000129	137000639		Enhancer	
chr9	137004134	137004854			CTCF
chr9	137027619	137031131			CTCF
chr9	137031773	137033397		Enhancer	
chr9	137033945	137036461			CTCF
chr9	137045938	137047606	Promoter/CTCF		CTCF
chr9	137049075	137050467	CTCF		CTCF
chr9	137063592	137065446	CTCF		CTCF
chr9	137067247	137068954			
chr9	137070141	137071024	Promoter	Enhancer/Promoter	
chr9	137073219	137073723		Enhancer	
chr9	137075178	137075570		Enhancer	
chr9	137077059	137077836		Enhancer/Promoter	
chr9	137083270	137084250	Enhancer		Enhancer
chr9	137084358	137085544		Enhancer	Enhancer
chr9	137085586	137087485	Promoter	Enhancer	
chr9	137113791	137114179		Promoter	
chr9	137114462	137114999		Enhancer/Promoter	
chr9	137118494	137119374		CTCF	CTCF
chr9	137121199	137122679			
chr9	137127408	137127925		Enhancer	
chr9	137129343	137130192	Promoter	Promoter	
chr9	137176254	137177168			CTCF
chr9	137188281	137189718	Promoter	Enhancer	Promoter/CTCF
chr9	137200344	137201396	Promoter	Enhancer	
chr9	137205048	137206071	Promoter	Enhancer	
chr9	137222531	137224102	Promoter	Enhancer	
chr9	137224676	137225179		Enhancer	
chr9	137226909	137228201			CTCF
chr9	137235985	137237594			CTCF
chr9	137240048	137242191	Promoter	Enhancer	Promoter
chr9	137254809	137255836		Enhancer/Promoter	
chr9	137261811	137262782	CTCF		CTCF
chr9	137268481	137268858		Enhancer	
chr9	137276837	137278597	Promoter		
chr9	137286593	137287530			CTCF
chr9	137293991	137295910			
chr9	137296278	137297538	Enhancer		
chr9	137298092	137299475	Enhancer		
chr9	137302041	137303041	Promoter/CTCF	Promoter/CTCF	
chr9	137304675	137305996	Enhancer		
chr9	137306120	137306819	Enhancer		
chr9	137320507	137321385	Enhancer	Enhancer	
chr9	137338196	137339875	Enhancer		
chr9	137355450	137355703		Promoter	
chr9	137387159	137387877	Enhancer		
chr9	137406740	137407717			CTCF
chr9	137411590	137412456	Enhancer		
chr9	137422638	137424235			
chr9	137424661	137425189		Enhancer	
chr9	137444390	137446085			CTCF
chr9	137446840	137447418		Enhancer	
chr9	137450476	137452442		Enhancer	
chr9	137452843	137454768	Promoter	Enhancer	
chr9	137458680	137459875	Promoter	Enhancer	
chr9	137482114	137482655		Enhancer	
chr9	137494049	137494527		Enhancer	
chr9	137509660	137510573	CTCF		CTCF
chr9	137525294	137526493			CTCF
chr9	137534072	137535501	CTCF		CTCF
chr9	137545403	137546161			
chr9	137550237	137550718	Promoter	Promoter	
chr9	137551132	137552515	Promoter	Enhancer/Promoter	
chr9	137558981	137559699		CTCF	CTCF
chr9	137578457	137579730			CTCF
chr9	137590272	137591519	Promoter	Enhancer/Promoter	
chr9	137592856	137593176		Enhancer	
chr9	137602705	137603169		Enhancer	
chr9	137604762	137606560	Promoter	Enhancer	
chr9	137606684	137607763		Enhancer	
chr9	137608146	137608715		Enhancer	
chr9	137610971	137612799		Enhancer	Enhancer
chr9	137618110	137619221	Promoter	Enhancer	
chr9	137628534	137629034		Enhancer	
chr9	137630528	137631065		Enhancer	
chr9	137647342	137648182		Enhancer	
chr9	137672066	137673647	CTCF		CTCF
chr9	137676510	137677397		Enhancer	
chr9	137688658	137689203		Enhancer	
chr9	137691640	137692092		Enhancer	
chr9	137694797	137696134			
chr9	138021837	138022876			CTCF
chr9	138125790	138127542	CTCF		CTCF
chr9	138147289	138148174			CTCF
chr9	138149230	138150726	Promoter/CTCF		
chr9	138213462	138214676		Promoter	
chr9	138215028	138215473		Promoter	
chr9	138216785	138217643		Enhancer	
chr9	138219256	138219739		Enhancer	
chr9	138220636	138221494			
chrX	413359	414350	Promoter		
chrX	989807	990975		Promoter	
chrX	1026239	1026731		Enhancer/Promoter	
chrX	1214396	1215699		Enhancer	
chrX	1239458	1240454		Enhancer	
chrX	1246172	1247414	CTCF		CTCF
chrX	1273674	1275347		Promoter	
chrX	1279461	1279970		Enhancer	
chrX	1281486	1282043		Enhancer	
chrX	1316274	1317144		Promoter	
chrX	1320075	1320766		Enhancer	
chrX	1321605	1322122		Enhancer	
chrX	1322292	1322889		Enhancer	
chrX	1322992	1323871			
chrX	1330390	1331138		Enhancer/Promoter	
chrX	1332852	1333457		Enhancer	
chrX	1333899	1334630		Enhancer	
chrX	1336076	1337454		Enhancer	
chrX	1338990	1339471		Enhancer	
chrX	1339664	1340282		Enhancer	
chrX	1467040	1467669		Enhancer	
chrX	1468167	1468875		Enhancer	
chrX	1493922	1494700		Enhancer	
chrX	1502194	1502721		Enhancer	
chrX	1503958	1504848		Enhancer	
chrX	1504950	1505689		Enhancer	
chrX	1506141	1506972		Enhancer	
chrX	1507358	1508419		Enhancer	
chrX	1516586	1517920		Enhancer	
chrX	1521351	1522124		Enhancer	
chrX	1534436	1536365		Promoter	
chrX	1536576	1537998		Enhancer	
chrX	1570692	1571349		Enhancer	
chrX	1580865	1582332	CTCF		CTCF
chrX	1591134	1593203	Promoter	Enhancer	
chrX	1647595	1649351			CTCF
chrX	1651933	1653029	CTCF		CTCF
chrX	1657201	1658499	Promoter	Enhancer	
chrX	1660888	1662304		Promoter	
chrX	1672829	1673978	CTCF		
chrX	2766793	2768361		Enhancer	
chrX	2811998	2813683	CTCF		CTCF
chrX	2875379	2876422			
chrX	2888293	2888674		Promoter	
chrX	2895441	2895874	Enhancer/CTCF		
chrX	2897783	2898227		Enhancer/Promoter	
chrX	2927758	2929658		Promoter	
chrX	2935166	2935827		Enhancer	
chrX	3035253	3036472		CTCF	CTCF
chrX	3252709	3253165		Enhancer	
chrX	3638140	3639017		CTCF	
chrX	3650928	3651944		CTCF	
chrX	3663499	3664349		Promoter	
chrX	3697091	3697528		Enhancer	
chrX	3699724	3700510		Promoter	
chrX	3702339	3702769		Enhancer	
chrX	3713124	3714101		Promoter	
chrX	3811802	3812670			CTCF
chrX	3814247	3816352	Promoter	Promoter	Promoter
chrX	3842744	3844146	Promoter		
chrX	3881918	3882605	Promoter		
chrX	3962256	3963207			CTCF
chrX	4546782	4548059	CTCF		CTCF
chrX	4909317	4910124		Promoter	
chrX	5775822	5776501		Enhancer	
chrX	6021079	6021941			CTCF
chrX	7083772	7084544		Enhancer/Promoter	
chrX	7085872	7086298		Enhancer	
chrX	7108675	7110158	Enhancer		
chrX	7132056	7133444			
chrX	7146701	7147221		Promoter	
chrX	7147349	7148959	Promoter	Promoter	Promoter/CTCF
chrX	7170713	7171792			
chrX	7244232	7244869		Enhancer/Promoter	
chrX	7247378	7247814		Enhancer	
chrX	7251024	7251392		Enhancer	
chrX	7261602	7262062		Enhancer	
chrX	7270053	7270519		Enhancer	
chrX	7890908	7891347	Enhancer/CTCF		
chrX	7925472	7928049			Promoter/CTCF
chrX	7996209	7996973		CTCF	
chrX	8728944	8729536		Enhancer	
chrX	8738383	8739819		CTCF	
chrX	8742000	8743757			CTCF
chrX	8814785	8817029	CTCF	CTCF	CTCF
chrX	8879244	8880809		CTCF	CTCF
chrX	8970607	8971653			
chrX	9055230	9055798		Enhancer	
chrX	9090732	9091798		Enhancer	
chrX	9122456	9123278		Enhancer	
chrX	9151878	9152291		Enhancer	
chrX	9279158	9279594		Enhancer	
chrX	9282282	9282777		Enhancer	
chrX	9285194	9285849		Enhancer	
chrX	9286205	9286693		Enhancer	
chrX	9312978	9313987			CTCF
chrX	9315867	9316921		Promoter	
chrX	9317105	9317665		Promoter	
chrX	9318059	9318666		Enhancer	
chrX	9340860	9341416		Enhancer	
chrX	9341439	9342946		Enhancer	
chrX	9351653	9352293		Promoter	
chrX	9352299	9353575		Promoter	
chrX	9370899	9371305		Enhancer	
chrX	9376119	9376669		Enhancer	
chrX	9378888	9379569		Enhancer	
chrX	9442025	9442503		Enhancer	
chrX	9453610	9454784		Enhancer	
chrX	9456330	9457104		Enhancer	
chrX	9462734	9463861		Promoter	
chrX	9676973	9677866		Promoter	
chrX	9708663	9710016			CTCF
chrX	9873501	9874596			
chrX	9884865	9885909	CTCF		CTCF
chrX	9912168	9913484			Promoter
chrX	9980944	9982146		Enhancer	
chrX	9986582	9987240		Enhancer	
chrX	9995416	9996825			CTCF
chrX	10010435	10012385	Enhancer	Enhancer	
chrX	10014146	10015472	Promoter	Promoter	
chrX	10022288	10023390	Enhancer		
chrX	10058516	10058942	CTCF		
chrX	10118901	10120533	CTCF		CTCF
chrX	10120758	10121299		Enhancer	
chrX	10156315	10157138		Promoter	
chrX	10165339	10166137		Enhancer	
chrX	10166568	10167372		Enhancer	
chrX	10168216	10168678		Enhancer	
chrX	10171157	10171867		Enhancer	
chrX	10188987	10190913	CTCF		
chrX	10395631	10396046		Enhancer	
chrX	10597660	10598722			CTCF
chrX	10615460	10616526	CTCF		CTCF
chrX	10722264	10723603			
chrX	11078375	11078808	Enhancer/CTCF		
chrX	11110831	11112106	Promoter	Enhancer	
chrX	11113637	11114189		Enhancer	
chrX	11131126	11131558		Enhancer	
chrX	11137180	11138554			
chrX	11143571	11144861			
chrX	11532674	11533947			
chrX	11660336	11660771	Enhancer/CTCF		
chrX	11724080	11725279		CTCF	
chrX	11750008	11750455		Enhancer	
chrX	11756872	11759014	Promoter		Promoter/CTCF
chrX	11759157	11760408	Promoter	Promoter	Promoter
chrX	11769831	11771406			CTCF
chrX	11908104	11908910			CTCF
chrX	11944133	11945268	CTCF		
chrX	12497629	12498398			CTCF
chrX	12567494	12568363			CTCF
chrX	12701406	12703110	CTCF		CTCF
chrX	12770118	12772113	CTCF		CTCF
chrX	12791065	12791657	Promoter	Promoter	
chrX	12866727	12867317		Promoter	
chrX	12878642	12878896		Enhancer	
chrX	12879436	12879858		Enhancer	
chrX	12890376	12890814		Enhancer	
chrX	12892636	12893171		Enhancer	
chrX	12893643	12894949			CTCF
chrX	12896852	12897401		Enhancer/Promoter	
chrX	12901221	12902404			CTCF
chrX	12903443	12904129		Enhancer	
chrX	12906011	12906839		Promoter	
chrX	12909507	12909634		Promoter	
chrX	12910537	12911284		Enhancer	
chrX	12945936	12947555	CTCF		CTCF
chrX	12949767	12951702			CTCF
chrX	12955832	12957353		Enhancer	
chrX	12961173	12961738		Enhancer	
chrX	12967722	12968120		Enhancer	
chrX	12970513	12971113		Enhancer	
chrX	12972272	12972644		Enhancer	
chrX	12973587	12975567	Promoter	Enhancer	
chrX	12975808	12976373		Promoter	
chrX	13001915	13002399		Enhancer	
chrX	13004001	13004495		Enhancer	
chrX	13005439	13006641		Enhancer	
chrX	13008031	13008469		Enhancer	
chrX	13016659	13017161		Enhancer	
chrX	13030148	13030525		Enhancer	
chrX	13074452	13075361		Enhancer	
chrX	13077069	13077723		Enhancer	
chrX	13078887	13079865		Enhancer	
chrX	13081498	13082683		Enhancer	
chrX	13085514	13085922		Enhancer	
chrX	13086991	13088592		Enhancer	
chrX	13089994	13091576		Enhancer	
chrX	13119422	13120594	Enhancer		
chrX	13167402	13168789		Enhancer	
chrX	13378641	13379561	Promoter	Promoter	
chrX	13397789	13399187	Enhancer		
chrX	13427887	13428812			Enhancer
chrX	13487855	13488618		Enhancer	CTCF
chrX	13489435	13489830		Enhancer	
chrX	13491029	13491470		Enhancer	
chrX	13505785	13507161			CTCF
chrX	13645693	13646666			CTCF
chrX	13652155	13653836	Promoter	Promoter	Promoter
chrX	13658269	13659622			
chrX	13664000	13664469		Enhancer	
chrX	13664926	13666217	CTCF	Enhancer	
chrX	13688531	13690386	Promoter	Promoter	
chrX	13693006	13694087		Enhancer	
chrX	13734058	13735441	Promoter	Promoter	Promoter
chrX	13749712	13750787			CTCF
chrX	13752621	13753092		Enhancer	
chrX	13759009	13759865		Enhancer	
chrX	13764213	13764703		Enhancer	
chrX	13880248	13880646		Enhancer	
chrX	14027119	14028151	Enhancer		
chrX	14029295	14030592	Promoter	Promoter	
chrX	14032068	14033366			
chrX	14038454	14040004			
chrX	14528400	14529191			CTCF
chrX	14819648	14820326		Enhancer	
chrX	14872690	14873835	Promoter	Promoter	
chrX	15142376	15144223		CTCF	CTCF
chrX	15150609	15151010		Enhancer	
chrX	15334444	15336500	Promoter		
chrX	15348455	15349638			
chrX	15470758	15471655	CTCF		CTCF
chrX	15492267	15493872	Promoter	Promoter	
chrX	15497321	15498546			
chrX	15499916	15501114	Promoter		
chrX	15524003	15525152	Enhancer		
chrX	15564829	15565917		CTCF	CTCF
chrX	15647390	15648394			CTCF
chrX	15674255	15676139	Promoter	Promoter	Promoter
chrX	15676688	15677443		Enhancer	
chrX	15680395	15680871		Enhancer	
chrX	15686625	15687771			CTCF
chrX	15703680	15704765			CTCF
chrX	15737126	15738832	Promoter	Enhancer/Promoter	
chrX	15745170	15745631		Enhancer	
chrX	15749595	15750385		Enhancer	
chrX	15761234	15762265			CTCF
chrX	15782143	15782776		Promoter	
chrX	15785292	15785803		Enhancer	
chrX	15786884	15787451		Enhancer	
chrX	15789950	15791381	Promoter	Promoter	
chrX	15804500	15805024		Enhancer	
chrX	15854165	15856598	Promoter		Promoter
chrX	15882798	15883640		Enhancer	
chrX	15903004	15903812		Enhancer	
chrX	15911546	15912459		Enhancer	
chrX	15916151	15916755		Enhancer	
chrX	15973122	15973924			
chrX	15973997	15974418		Enhancer	
chrX	15976383	15976789		Enhancer	
chrX	15977591	15978065		Enhancer	
chrX	16022511	16023051		Enhancer	
chrX	16024018	16024959		Enhancer	
chrX	16063055	16063526		Enhancer	
chrX	16098462	16099505		Enhancer	
chrX	16113814	16115363		Enhancer	
chrX	16122539	16123823	CTCF		CTCF
chrX	16185549	16186139		Enhancer	
chrX	16435906	16437325			CTCF
chrX	16444616	16446239	CTCF		CTCF
chrX	16483978	16484835		Enhancer	
chrX	16486789	16487255		Enhancer	
chrX	16487981	16488367		Enhancer	
chrX	16694469	16695716			CTCF
chrX	16712403	16712923		Promoter	
chrX	16719021	16720356	Promoter	Promoter	Promoter
chrX	16785760	16786888	Promoter	Promoter	Promoter
chrX	16827952	16828795	Enhancer		
chrX	16869638	16871228	Promoter	Promoter	
chrX	16882163	16884042	Promoter/CTCF		CTCF
chrX	16892424	16893530			CTCF
chrX	16914001	16914563		Enhancer	
chrX	16946348	16947104	Promoter	Promoter	
chrX	17046273	17047829			CTCF
chrX	17241620	17243461			CTCF
chrX	17374568	17375432			
chrX	17412443	17413769			Enhancer
chrX	17425330	17425765	Enhancer/CTCF		
chrX	17527245	17527767		Promoter	
chrX	17527794	17528479		Enhancer	
chrX	17534875	17535791			CTCF
chrX	17559722	17560126		Enhancer	
chrX	17564569	17565431		Enhancer	
chrX	17590909	17592583	CTCF	CTCF	CTCF
chrX	17674669	17675050		Enhancer	
chrX	17680787	17681687		Enhancer	
chrX	17683538	17684018		Enhancer	
chrX	17689942	17690684		CTCF	CTCF
chrX	17736655	17738528		Enhancer/CTCF	Enhancer
chrX	17787609	17789437			CTCF
chrX	17812441	17813357			CTCF
chrX	17944914	17945705			CTCF
chrX	18377607	18378420			
chrX	18389971	18391848			CTCF
chrX	18424561	18426050	Promoter	Promoter	
chrX	18518189	18518606	CTCF		
chrX	18666464	18667196		Enhancer	
chrX	18667297	18667906		Promoter	
chrX	18667954	18668844		Enhancer	
chrX	18674451	18675672	Promoter	Promoter	
chrX	18687805	18688513		Enhancer	
chrX	18885780	18887219			CTCF
chrX	18956221	18957029		Enhancer	
chrX	18958494	18959012		Enhancer	
chrX	18983845	18985339		Enhancer	
chrX	19236579	19237018	Enhancer/CTCF		
chrX	19333894	19335586	CTCF		
chrX	19343314	19344509	Promoter	Enhancer	
chrX	19371981	19373540	CTCF		
chrX	19382449	19383320			CTCF
chrX	19544196	19545280			CTCF
chrX	19639069	19639614		Enhancer	
chrX	19739365	19740362			CTCF
chrX	19747308	19748400		Enhancer	
chrX	19748810	19749292		Enhancer	
chrX	19761772	19762245		Enhancer	
chrX	19772106	19772759		Enhancer	
chrX	19813925	19814923			
chrX	19846802	19847565		Enhancer	
chrX	19849385	19850239		Enhancer	
chrX	19865576	19866491		Enhancer	
chrX	19869192	19869673		Enhancer	
chrX	19870740	19871491		Enhancer	
chrX	19874335	19875925		Promoter	
chrX	19887125	19888954	Enhancer/CTCF	Promoter/CTCF	
chrX	19904492	19905382			CTCF
chrX	19990371	19991805			CTCF
chrX	20067147	20068117			CTCF
chrX	20127191	20128440			
chrX	20140422	20140809		Enhancer	
chrX	20141005	20142546	Promoter	Promoter	Promoter
chrX	20147554	20147955		Enhancer	
chrX	20217021	20218457	Promoter		
chrX	20218604	20219418	Promoter		
chrX	20252277	20253492			CTCF
chrX	20265008	20266433	Promoter	Promoter	
chrX	20266544	20268414	Promoter	Promoter	
chrX	20313849	20314341		Enhancer	
chrX	20320693	20321237		Enhancer	
chrX	20346325	20346635		Enhancer	
chrX	20361267	20361640		Enhancer	
chrX	20362428	20363266		Enhancer	
chrX	20374421	20375666		Enhancer	
chrX	20394368	20395462		Enhancer	
chrX	20442384	20443366			
chrX	20529370	20531068		CTCF	CTCF
chrX	21374417	21374794		Promoter	
chrX	21479569	21480456			CTCF
chrX	21838936	21840536	Promoter	Promoter	
chrX	21932185	21933126		Enhancer	
chrX	21940175	21941761		Promoter	
chrX	21943719	21944130		Enhancer	
chrX	21984716	21986294			CTCF
chrX	21993096	21993798		Enhancer	
chrX	22080846	22082236	CTCF		CTCF
chrX	22134646	22136857		CTCF	
chrX	22192241	22193331			CTCF
chrX	22313512	22315096	Enhancer		
chrX	22747945	22749370		CTCF	CTCF
chrX	23075447	23075826	Promoter	Promoter	
chrX	23244359	23244753	Enhancer/CTCF		
chrX	23317725	23318976		CTCF	CTCF
chrX	23666976	23668790	Promoter	Enhancer	
chrX	23694325	23694952		CTCF	CTCF
chrX	23726117	23726769		Enhancer	
chrX	23727189	23727622		Enhancer	
chrX	23742076	23743798	Promoter	Promoter	Promoter
chrX	23755879	23756909			
chrX	23761663	23762093	CTCF		
chrX	23773125	23774042		Enhancer	
chrX	23780928	23784153			Promoter/CTCF
chrX	23784280	23785413		Promoter	Promoter
chrX	23843442	23843869		Enhancer	
chrX	23844342	23845136		Enhancer	
chrX	23854885	23855311		Enhancer	
chrX	23855563	23855997		Enhancer	
chrX	23871801	23872406		Enhancer	
chrX	23883794	23884323		Enhancer	
chrX	23884560	23885136		Enhancer	
chrX	23900142	23903231			
chrX	23907349	23909125	Promoter/CTCF	Promoter/CTCF	CTCF
chrX	23911114	23911859		Enhancer	
chrX	23952989	23953626		Promoter	
chrX	24024698	24026504		Promoter	
chrX	24053437	24055411	Promoter		
chrX	24081410	24082418			CTCF
chrX	24149275	24150908	Promoter	Promoter/CTCF	Promoter/CTCF
chrX	24261050	24261597		Enhancer	
chrX	24370806	24372130			CTCF
chrX	24395350	24396409	CTCF	CTCF	CTCF
