chr	start	end	id	RE_rule	Active_rule
chr3	46214385	46215362	chr3:46214385_46215362	Promoter/CTCF	Inactive
chr3	186241653	186243105	chr3:186241653_186243105	Promoter/CTCF	Inactive
chr1	19113437	19114146	chr1:19113437_19114146	CTCF	Inactive
chr12	115752933	115753641	chr12:115752933_115753641	CTCF	Inactive
chr10	97679359	97681334	chr10:97679359_97681334	Enhancer/Promoter	Inactive
chr6	170655235	170655858	chr6:170655235_170655858	CTCF	Inactive
chrX	153460585	153461428	chrX:153460585_153461428	Promoter/CTCF	Inactive
chr4	61541258	61541974	chr4:61541258_61541974	CTCF	Inactive
chr13	98430926	98431615	chr13:98430926_98431615	CTCF	Inactive
chr10	69093255	69093695	chr10:69093255_69093695	Promoter/CTCF	Inactive
chr1	1079308	1080018	chr1:1079308_1080018	Promoter	Inactive
chr3	190424078	190424858	chr3:190424078_190424858	CTCF	Inactive
chr13	77902308	77902699	chr13:77902308_77902699	Promoter	Active
chr12	112267061	112267422	chr12:112267061_112267422	Promoter/CTCF	Inactive
chr2	214587343	214587989	chr2:214587343_214587989	CTCF	Inactive
chr1	200090446	200091095	chr1:200090446_200091095	Enhancer/CTCF	Inactive
chr19	12840469	12841072	chr19:12840469_12841072	Enhancer/Promoter	Inactive
chr4	67332220	67333270	chr4:67332220_67333270	Promoter/CTCF	Inactive
chr7	36021144	36022003	chr7:36021144_36022003	Promoter/CTCF	Inactive
chr16	14692954	14693727	chr16:14692954_14693727	Enhancer/CTCF	Inactive
chr5	24109928	24110508	chr5:24109928_24110508	CTCF	Inactive
chr17	38536999	38537634	chr17:38536999_38537634	Promoter/CTCF	Inactive
chr1	227333417	227333924	chr1:227333417_227333924	Enhancer/Promoter	Inactive
chr16	32932599	32933190	chr16:32932599_32933190	Promoter/CTCF	Inactive
chr14	106000834	106001491	chr14:106000834_106001491	Promoter/CTCF	Inactive
chr7	94657783	94658802	chr7:94657783_94658802	CTCF	Inactive
chr13	29713513	29714433	chr13:29713513_29714433	Enhancer/CTCF	Inactive
chr3	141474079	141474772	chr3:141474079_141474772	Promoter/CTCF	Inactive
chr19	46287630	46288003	chr19:46287630_46288003	Enhancer/Promoter	Inactive
chr3	130155130	130156007	chr3:130155130_130156007	Promoter/CTCF	Inactive
chr7	156473309	156473989	chr7:156473309_156473989	Promoter/CTCF	Inactive
chr1	206933140	206933923	chr1:206933140_206933923	Promoter/CTCF	Inactive
chr14	104096926	104097666	chr14:104096926_104097666	Promoter/CTCF	Inactive
chr3	87082613	87083370	chr3:87082613_87083370	Enhancer/CTCF	Inactive
chr10	79758348	79759180	chr10:79758348_79759180	CTCF	Inactive
chr7	90629154	90629926	chr7:90629154_90629926	CTCF	Inactive
chr6	79048426	79049159	chr6:79048426_79049159	CTCF	Inactive
chr14	57533052	57533721	chr14:57533052_57533721	Promoter/CTCF	Inactive
chr17	36449889	36450552	chr17:36449889_36450552	CTCF	Inactive
chr7	128783242	128783899	chr7:128783242_128783899	Promoter/CTCF	Inactive
chr11	114075734	114076395	chr11:114075734_114076395	Enhancer/CTCF	Inactive
chr19	17498948	17499463	chr19:17498948_17499463	Promoter/CTCF	Inactive
chr2	117023381	117023814	chr2:117023381_117023814	Promoter/CTCF	Inactive
chr1	88595290	88595866	chr1:88595290_88595866	CTCF	Inactive
chr2	11417834	11418457	chr2:11417834_11418457	CTCF	Inactive
chr14	20216796	20217468	chr14:20216796_20217468	Enhancer/CTCF	Inactive
chr17	36165799	36166487	chr17:36165799_36166487	Promoter/CTCF	Inactive
chr10	84328113	84328708	chr10:84328113_84328708	Promoter	Active
chr2	153162849	153163623	chr2:153162849_153163623	Promoter/CTCF	Inactive
chr1	87025044	87025669	chr1:87025044_87025669	Enhancer/CTCF	Inactive
chr5	15105618	15106381	chr5:15105618_15106381	CTCF	Inactive
chr11	115912469	115913259	chr11:115912469_115913259	Promoter/CTCF	Inactive
chr7	99058782	99059170	chr7:99058782_99059170	CTCF	Inactive
chr2	228039592	228040480	chr2:228039592_228040480	Promoter/CTCF	Inactive
chr6	163554518	163555204	chr6:163554518_163555204	CTCF	Inactive
chrX	13506294	13507158	chrX:13506294_13507158	Promoter/CTCF	Inactive
chrX	120675541	120676081	chrX:120675541_120676081	Promoter/CTCF	Inactive
chr7	67176624	67177301	chr7:67176624_67177301	Promoter/CTCF	Inactive
chr5	122195638	122196343	chr5:122195638_122196343	Promoter/CTCF	Inactive
chrX	8879515	8880338	chrX:8879515_8880338	Promoter/CTCF	Inactive
chr9	74644824	74645645	chr9:74644824_74645645	CTCF	Inactive
chr9	110050835	110051492	chr9:110050835_110051492	Promoter	Active
chr5	117590773	117591433	chr5:117590773_117591433	Promoter/CTCF	Inactive
chr4	44425464	44426168	chr4:44425464_44426168	CTCF	Inactive
chr8	74090456	74090876	chr8:74090456_74090876	Enhancer/CTCF	Inactive
chr8	46707964	46708731	chr8:46707964_46708731	CTCF	Inactive
chr5	100539451	100539940	chr5:100539451_100539940	Promoter	Active
chr9	26856364	26856818	chr9:26856364_26856818	CTCF	Inactive
chr9	26856241	26856945	chr9:26856241_26856945	CTCF	Inactive
chrX	101206367	101207019	chrX:101206367_101207019	Promoter/CTCF	Inactive
chr5	146621676	146622931	chr5:146621676_146622931	Promoter/CTCF	Inactive
chr7	152319185	152319796	chr7:152319185_152319796	CTCF	Inactive
chr7	93550869	93551695	chr7:93550869_93551695	CTCF	Inactive
chr5	22213829	22214642	chr5:22213829_22214642	Enhancer/CTCF	Inactive
chr7	54546523	54547295	chr7:54546523_54547295	Promoter/CTCF	Inactive
chr6	110878929	110879612	chr6:110878929_110879612	Promoter/CTCF	Inactive
chr9	80565519	80565956	chr9:80565519_80565956	Promoter/CTCF	Inactive
chrX	118847352	118848182	chrX:118847352_118848182	Promoter/CTCF	Inactive
chr8	112887744	112888142	chr8:112887744_112888142	Enhancer	Active
chr8	11246274	11247505	chr8:11246274_11247505	Promoter/CTCF	Inactive
chrX	71998393	71999735	chrX:71998393_71999735	Promoter/CTCF	Inactive
chr8	107781176	107782038	chr8:107781176_107782038	Promoter/CTCF	Inactive
chr7	266869	267655	chr7:266869_267655	Promoter/CTCF	Inactive
chr6	140858384	140858835	chr6:140858384_140858835	Promoter	Active
chr9	33604053	33604814	chr9:33604053_33604814	Promoter/CTCF	Inactive
chr7	38349700	38350475	chr7:38349700_38350475	Promoter/CTCF	Inactive
chr8	129023715	129024413	chr8:129023715_129024413	CTCF	Inactive
chr7	38341127	38341792	chr7:38341127_38341792	Promoter/CTCF	Inactive
chr5	1667061	1667719	chr5:1667061_1667719	Promoter/CTCF	Inactive
chr7	3722460	3723104	chr7:3722460_3723104	Promoter/CTCF	Inactive
chr7	37234721	37235322	chr7:37234721_37235322	CTCF	Inactive
chr8	127203796	127204381	chr8:127203796_127204381	Enhancer/Promoter	Inactive
chr8	33013639	33014036	chr8:33013639_33014036	Enhancer/Promoter	Inactive
chrY	9141695	9142161	chrY:9141695_9142161	CTCF	Inactive
chr4	177667609	177668217	chr4:177667609_177668217	CTCF	Inactive
chr15	62228140	62228525	chr15:62228140_62228525	Enhancer/Promoter	Inactive
chr15	60349746	60351575	chr15:60349746_60351575	Promoter	Active
chr2	196276894	196277663	chr2:196276894_196277663	Promoter/CTCF	Inactive
chr2	173751908	173752646	chr2:173751908_173752646	CTCF	Inactive
chr15	72611095	72611638	chr15:72611095_72611638	Promoter/CTCF	Inactive
chr2	176997041	176997511	chr2:176997041_176997511	Promoter/CTCF	Inactive
chr14	88729051	88729689	chr14:88729051_88729689	Promoter/CTCF	Inactive
chr14	93903226	93904126	chr14:93903226_93904126	Promoter/CTCF	Inactive
chr3	170860085	170860778	chr3:170860085_170860778	Promoter/CTCF	Inactive
chr14	69346523	69347299	chr14:69346523_69347299	CTCF	Inactive
chr15	39594038	39595208	chr15:39594038_39595208	Enhancer	Inactive
chr1	144220759	144221409	chr1:144220759_144221409	Promoter/CTCF	Inactive
chr2	130025844	130026447	chr2:130025844_130026447	Promoter/CTCF	Inactive
chr2	130911899	130912424	chr2:130911899_130912424	Promoter	Active
chr2	131385402	131385789	chr2:131385402_131385789	Promoter/CTCF	Inactive
chr2	131412956	131413760	chr2:131412956_131413760	Enhancer/CTCF	Inactive
chr16	32915272	32915803	chr16:32915272_32915803	Promoter/CTCF	Inactive
chr16	73878436	73879252	chr16:73878436_73879252	Promoter/CTCF	Inactive
chr2	111812995	111814033	chr2:111812995_111814033	Enhancer/CTCF	Inactive
chr2	113158148	113158805	chr2:113158148_113158805	Promoter	Active
chr11	116605447	116606129	chr11:116605447_116606129	Enhancer/CTCF	Inactive
chr16	12896375	12897090	chr16:12896375_12897090	CTCF	Inactive
chr3	3997991	3998686	chr3:3997991_3998686	Promoter/CTCF	Inactive
chr3	44532569	44533298	chr3:44532569_44533298	Promoter/CTCF	Inactive
chr16	16315359	16315971	chr16:16315359_16315971	Promoter/CTCF	Inactive
chr3	48587296	48588896	chr3:48587296_48588896	Enhancer/Promoter	Inactive
chr16	20691504	20692240	chr16:20691504_20692240	Promoter/CTCF	Inactive
chr16	27428180	27429038	chr16:27428180_27429038	Promoter/CTCF	Inactive
chr16	16355437	16356011	chr16:16355437_16356011	CTCF	Inactive
chr3	168698831	168699372	chr3:168698831_168699372	Promoter/CTCF	Inactive
chr1	176466427	176467150	chr1:176466427_176467150	Promoter/CTCF	Inactive
chr12	38664538	38665206	chr12:38664538_38665206	Promoter/CTCF	Inactive
chr1	166730223	166731049	chr1:166730223_166731049	Promoter/CTCF	Inactive
chr1	237944710	237945137	chr1:237944710_237945137	Promoter/CTCF	Inactive
chr1	237814212	237814913	chr1:237814212_237814913	Promoter/CTCF	Inactive
chr1	168545520	168546485	chr1:168545520_168546485	Promoter/CTCF	Inactive
chr12	31758199	31758755	chr12:31758199_31758755	Promoter	Active
chr1	209612077	209612976	chr1:209612077_209612976	CTCF	Active
chr2	86694993	86695494	chr2:86694993_86695494	Promoter	Active
chr1	209632414	209632469	chr1:209632414_209632469	CTCF	Active
chr12	132963792	132964475	chr12:132963792_132964475	CTCF	Inactive
chr3	108493693	108494373	chr3:108493693_108494373	Promoter/CTCF	Inactive
chr1	24909317	24910079	chr1:24909317_24910079	Promoter/CTCF	Inactive
chr1	160494459	160495155	chr1:160494459_160495155	Promoter/CTCF	Inactive
chr22	26835683	26836568	chr22:26835683_26836568	Promoter/CTCF	Inactive
chr1	156135372	156136155	chr1:156135372_156136155	Promoter	Inactive
chr12	58105544	58106248	chr12:58105544_58106248	Promoter/CTCF	Inactive
chr22	49305057	49305688	chr22:49305057_49305688	Promoter/CTCF	Inactive
chr12	78562441	78563133	chr12:78562441_78563133	Promoter/CTCF	Inactive
chr11	65606852	65607582	chr11:65606852_65607582	Enhancer/Promoter	Inactive
chr13	60430945	60431684	chr13:60430945_60431684	CTCF	Inactive
chr2	237153890	237154644	chr2:237153890_237154644	Promoter/CTCF	Inactive
chr1	28544748	28545391	chr1:28544748_28545391	CTCF	Inactive
chr10	29517004	29517903	chr10:29517004_29517903	CTCF	Inactive
chr10	23035445	23036138	chr10:23035445_23036138	Promoter/CTCF	Inactive
chr10	21953459	21953963	chr10:21953459_21953963	CTCF	Inactive
chr4	12640148	12640763	chr4:12640148_12640763	Promoter/CTCF	Inactive
chr1	83905114	83905775	chr1:83905114_83905775	Promoter/CTCF	Inactive
chr10	131840044	131840622	chr10:131840044_131840622	Promoter/CTCF	Inactive
chr19	8050479	8050979	chr19:8050479_8050979	Enhancer/Promoter	Inactive
chr10	14200496	14201325	chr10:14200496_14201325	Promoter/CTCF	Inactive
chr18	23899390	23899713	chr18:23899390_23899713	Enhancer	Active
chr3	88219113	88219796	chr3:88219113_88219796	Promoter/CTCF	Inactive
chr17	74437529	74438220	chr17:74437529_74438220	CTCF	Inactive
chr10	102674052	102674523	chr10:102674052_102674523	Enhancer/Promoter	Inactive
chr19	49987052	49987676	chr19:49987052_49987676	Promoter/CTCF	Inactive
chr19	4593457	4593919	chr19:4593457_4593919	Promoter	Active
chr19	42791068	42791744	chr19:42791068_42791744	Promoter/CTCF	Inactive
chr19	48152260	48152981	chr19:48152260_48152981	Promoter/CTCF	Inactive
chr18	52339617	52340339	chr18:52339617_52340339	Enhancer/CTCF	Inactive
chr4	139314836	139315223	chr4:139314836_139315223	Promoter/CTCF	Inactive
chr18	70044513	70045282	chr18:70044513_70045282	Promoter	Active
chr19	54204540	54204649	chr19:54204540_54204649	Enhancer/Promoter	Inactive
chr10	12729685	12730449	chr10:12729685_12730449	Enhancer/CTCF	Inactive
chr18	5867977	5868742	chr18:5867977_5868742	Promoter/CTCF	Inactive
chr10	115354993	115355670	chr10:115354993_115355670	Promoter/CTCF	Inactive
chr3	72665728	72666692	chr3:72665728_72666692	Enhancer/CTCF	Inactive
chr10	80222426	80223095	chr10:80222426_80223095	Promoter/CTCF	Inactive
chr3	7964697	7965436	chr3:7964697_7965436	Promoter/CTCF	Inactive
chr7	12066927	12068057	chr7:12066927_12068057	CTCF	Inactive
chr22	49979461	49980158	chr22:49979461_49980158	Promoter/CTCF	Inactive
chr2	26468945	26469669	chr2:26468945_26469669	Promoter/CTCF	Inactive
chr1	237945398	237945831	chr1:237945398_237945831	Promoter/CTCF	Inactive
chr1	239951461	239952009	chr1:239951461_239952009	Promoter/CTCF	Inactive
chr6	170691447	170692091	chr6:170691447_170692091	Promoter/CTCF	Inactive
chr8	27588056	27588728	chr8:27588056_27588728	Promoter/CTCF	Inactive
chr8	46487912	46488562	chr8:46487912_46488562	Promoter/CTCF	Inactive
chr8	41429862	41430650	chr8:41429862_41430650	Promoter/CTCF	Inactive
chr18	62249450	62249927	chr18:62249450_62249927	CTCF	Inactive
chr18	6218692	6219648	chr18:6218692_6219648	Promoter/CTCF	Inactive
chr16	352457	352911	chr16:352457_352911	Promoter/CTCF	Inactive
chr7	154039695	154040391	chr7:154039695_154040391	Promoter/CTCF	Inactive
chr6	28725829	28726420	chr6:28725829_28726420	Enhancer/Promoter	Inactive
chr17	19469077	19469860	chr17:19469077_19469860	Promoter/CTCF	Inactive
chr19	48362910	48363512	chr19:48362910_48363512	Promoter	Inactive
chr2	76599522	76600441	chr2:76599522_76600441	Promoter/CTCF	Inactive
chr2	75241503	75242172	chr2:75241503_75242172	Promoter/CTCF	Inactive
chr19	48738600	48739204	chr19:48738600_48739204	Promoter/CTCF	Inactive
chr6	143213422	143213825	chr6:143213422_143213825	Promoter/CTCF	Inactive
chr19	38506821	38507611	chr19:38506821_38507611	Enhancer/Promoter	Inactive
chr5	123371415	123372112	chr5:123371415_123372112	Promoter/CTCF	Inactive
chr6	121849347	121850124	chr6:121849347_121850124	Promoter/CTCF	Inactive
chr1	212062740	212063347	chr1:212062740_212063347	Promoter/CTCF	Inactive
chr16	75521230	75521831	chr16:75521230_75521831	CTCF	Inactive
chr1	68470224	68470916	chr1:68470224_68470916	Promoter/CTCF	Inactive
chr1	209614834	209616064	chr1:209614834_209616064	Promoter/CTCF	Inactive
chr1	94801826	94802628	chr1:94801826_94802628	Promoter/CTCF	Inactive
chr8	69244723	69245103	chr8:69244723_69245103	Promoter	Inactive
chr12	29889515	29890272	chr12:29889515_29890272	Promoter/CTCF	Inactive
chr19	16070353	16071008	chr19:16070353_16071008	Promoter	Active
chr6	156101973	156102733	chr6:156101973_156102733	Promoter/CTCF	Inactive
chr1	214801105	214801826	chr1:214801105_214801826	Enhancer/Promoter	Inactive
chr5	42005393	42006255	chr5:42005393_42006255	Promoter/CTCF	Inactive
chr19	24159628	24160218	chr19:24159628_24160218	Promoter/CTCF	Inactive
chr19	2385107	2385736	chr19:2385107_2385736	Promoter	Active
chr17	38181771	38182463	chr17:38181771_38182463	Promoter/CTCF	Inactive
chr16	15090797	15091360	chr16:15090797_15091360	Promoter/CTCF	Inactive
chr7	73971476	73972364	chr7:73971476_73972364	Promoter/CTCF	Inactive
chr7	73123540	73124662	chr7:73123540_73124662	Promoter/CTCF	Inactive
chr20	32336802	32337455	chr20:32336802_32337455	Promoter/CTCF	Inactive
chr16	1342825	1343561	chr16:1342825_1343561	Promoter/CTCF	Inactive
chr20	30744354	30744784	chr20:30744354_30744784	Promoter/CTCF	Inactive
chr20	30488551	30488964	chr20:30488551_30488964	Promoter/CTCF	Inactive
chr17	36428777	36429439	chr17:36428777_36429439	Promoter/CTCF	Inactive
chr16	1992017	1992623	chr16:1992017_1992623	Promoter/CTCF	Inactive
chr17	38057867	38058524	chr17:38057867_38058524	Promoter/CTCF	Inactive
chr5	77620220	77620897	chr5:77620220_77620897	Promoter/CTCF	Inactive
chr15	101891574	101892198	chr15:101891574_101892198	Promoter/CTCF	Inactive
chr15	22609375	22610235	chr15:22609375_22610235	Promoter/CTCF	Inactive
chr17	61551040	61551671	chr17:61551040_61551671	Promoter/CTCF	Inactive
chr2	172200290	172201098	chr2:172200290_172201098	Promoter/CTCF	Inactive
chr7	4620373	4620892	chr7:4620373_4620892	Enhancer/Promoter	Inactive
chr6	89122483	89123065	chr6:89122483_89123065	CTCF	Inactive
chr15	84023484	84024164	chr15:84023484_84024164	Promoter/CTCF	Inactive
chr2	1897029	1897634	chr2:1897029_1897634	CTCF	Inactive
chr2	147937604	147938273	chr2:147937604_147938273	CTCF	Inactive
chr17	77162065	77162496	chr17:77162065_77162496	Promoter/CTCF	Inactive
chr20	18628179	18628904	chr20:18628179_18628904	Promoter/CTCF	Inactive
chr14	23576120	23576772	chr14:23576120_23576772	Promoter/CTCF	Inactive
chr20	49536889	49537608	chr20:49536889_49537608	Promoter/CTCF	Inactive
chr14	44803098	44803819	chr14:44803098_44803819	Promoter/CTCF	Inactive
chr21	34443392	34444263	chr21:34443392_34444263	Promoter/CTCF	Inactive
chr13	91017145	91017902	chr13:91017145_91017902	Promoter/CTCF	Inactive
chr18	3995288	3996040	chr18:3995288_3996040	Promoter/CTCF	Inactive
chr14	106169949	106170755	chr14:106169949_106170755	Promoter/CTCF	Inactive
chr16	2119568	2120153	chr16:2119568_2120153	Promoter/CTCF	Inactive
chr2	219217700	219218731	chr2:219217700_219218731	Promoter	Active
chr17	35433121	35434052	chr17:35433121_35434052	Enhancer/Promoter	Inactive
chr22	22403556	22404373	chr22:22403556_22404373	Enhancer/CTCF	Inactive
chr1	62144032	62144779	chr1:62144032_62144779	Promoter/CTCF	Inactive
chr7	97911965	97912808	chr7:97911965_97912808	Promoter/CTCF	Inactive
chr4	155462129	155462550	chr4:155462129_155462550	Promoter	Inactive
chr9	19583742	19584403	chr9:19583742_19584403	Promoter/CTCF	Inactive
chr10	424805	425854	chr10:424805_425854	CTCF	Active
chr4	1010443	1011175	chr4:1010443_1011175	Promoter	Active
chr4	155795839	155796613	chr4:155795839_155796613	Promoter/CTCF	Inactive
chr10	101843233	101844045	chr10:101843233_101844045	Promoter/CTCF	Inactive
chr3	30042045	30042793	chr3:30042045_30042793	Promoter/CTCF	Inactive
chrX	125436242	125437449	chrX:125436242_125437449	Promoter/CTCF	Inactive
chr4	7657157	7658339	chr4:7657157_7658339	Promoter	Inactive
chr4	125266799	125267485	chr4:125266799_125267485	Promoter	Active
chr11	8099055	8099913	chr11:8099055_8099913	Promoter/CTCF	Inactive
chr5	104910816	104911348	chr5:104910816_104911348	Promoter	Active
chr3	34106604	34107318	chr3:34106604_34107318	Promoter/CTCF	Inactive
chrX	18390558	18391489	chrX:18390558_18391489	Promoter/CTCF	Inactive
chr11	32071636	32072274	chr11:32071636_32072274	Promoter/CTCF	Inactive
chr3	9916655	9917312	chr3:9916655_9917312	Promoter	Active
chr10	9331265	9332091	chr10:9331265_9332091	Promoter/CTCF	Inactive
chrX	71702586	71703337	chrX:71702586_71703337	Promoter/CTCF	Inactive
chr11	64918039	64918364	chr11:64918039_64918364	Enhancer/Promoter	Inactive
chr9	77158651	77159634	chr9:77158651_77159634	Promoter	Active
chr10	128263613	128264444	chr10:128263613_128264444	Promoter/CTCF	Inactive
chrX	14528400	14529191	chrX:14528400_14529191	Promoter/CTCF	Inactive
chr9	36787883	36789099	chr9:36787883_36789099	Promoter/CTCF	Inactive
chrY	10200000	10200468	chrY:10200000_10200468	Promoter/CTCF	Inactive
chr4	25925395	25926415	chr4:25925395_25926415	Promoter/CTCF	Inactive
chrX	92773837	92774522	chrX:92773837_92774522	Promoter/CTCF	Inactive
chr1	197399743	197400617	chr1:197399743_197400617	Promoter/CTCF	Inactive
chr4	56410144	56410742	chr4:56410144_56410742	Promoter	Active
chrY	25490263	25492198	chrY:25490263_25492198	Enhancer/CTCF	Inactive
chr4	181143068	181143791	chr4:181143068_181143791	Promoter/CTCF	Inactive
chrX	139126261	139126995	chrX:139126261_139126995	Promoter/CTCF	Inactive
chr9	137021921	137022576	chr9:137021921_137022576	Promoter/CTCF	Inactive
chr1	111481378	111482132	chr1:111481378_111482132	Promoter/CTCF	Inactive
chr11	127003020	127004070	chr11:127003020_127004070	Promoter/CTCF	Inactive
chr1	18234589	18235345	chr1:18234589_18235345	Promoter/CTCF	Inactive
chrX	110992235	110993130	chrX:110992235_110993130	CTCF	Inactive
chrX	135185880	135186632	chrX:135185880_135186632	Promoter/CTCF	Inactive
chr9	87950630	87951410	chr9:87950630_87951410	CTCF	Inactive
chr3	85360588	85361358	chr3:85360588_85361358	Promoter/CTCF	Inactive
chrX	149656070	149657155	chrX:149656070_149657155	Promoter/CTCF	Inactive
chr14	59055294	59056150	chr14:59055294_59056150	Promoter/CTCF	Inactive
chr17	49290428	49291228	chr17:49290428_49291228	Promoter/CTCF	Inactive
chr5	78312	79145	chr5:78312_79145	Promoter/CTCF	Inactive
chr5	7805197	7805867	chr5:7805197_7805867	Promoter/CTCF	Inactive
chr4	85084196	85084937	chr4:85084196_85084937	Promoter/CTCF	Inactive
chr13	42333683	42334672	chr13:42333683_42334672	Enhancer/CTCF	Inactive
chr17	82586192	82586597	chr17:82586192_82586597	CTCF	Inactive
chr10	30709125	30709756	chr10:30709125_30709756	Promoter/CTCF	Inactive
chr9	18823869	18824626	chr9:18823869_18824626	Promoter/CTCF	Inactive
chr17	62264862	62265602	chr17:62264862_62265602	Promoter/CTCF	Inactive
chr1	158329527	158330345	chr1:158329527_158330345	Promoter/CTCF	Inactive
chr10	478271	479044	chr10:478271_479044	Promoter	Inactive
chr17	59842056	59844026	chr17:59842056_59844026	Enhancer	Active
chr13	95189230	95189932	chr13:95189230_95189932	Promoter/CTCF	Inactive
chr4	81913194	81913952	chr4:81913194_81913952	Promoter/CTCF	Inactive
chr20	35511593	35512369	chr20:35511593_35512369	CTCF	Inactive
chr10	3774372	3774745	chr10:3774372_3774745	CTCF	Active
chr10	38652758	38653426	chr10:38652758_38653426	Promoter/CTCF	Inactive
chr2	158744960	158746424	chr2:158744960_158746424	Promoter/CTCF	Inactive
chr16	732861	734370	chr16:732861_734370	Promoter/CTCF	Inactive
chr2	156666127	156666855	chr2:156666127_156666855	Promoter	Active
chr16	67326396	67327189	chr16:67326396_67327189	Promoter/CTCF	Inactive
chr15	90716209	90716610	chr15:90716209_90716610	Enhancer/Promoter	Inactive
chr7	143817777	143818428	chr7:143817777_143818428	Promoter/CTCF	Inactive
chr21	16608249	16608914	chr21:16608249_16608914	Promoter/CTCF	Inactive
chr16	89157195	89158923	chr16:89157195_89158923	Promoter	Active
chr16	88918851	88919314	chr16:88918851_88919314	Enhancer/Promoter	Inactive
chr16	88229973	88230596	chr16:88229973_88230596	Promoter/CTCF	Inactive
chr20	9168728	9169161	chr20:9168728_9169161	Promoter/CTCF	Inactive
chr2	10012297	10013386	chr2:10012297_10013386	Enhancer	Active
chr15	81400444	81401223	chr15:81400444_81401223	Promoter/CTCF	Inactive
chrX	119181356	119182052	chrX:119181356_119182052	CTCF	Inactive
chr2	106587211	106587959	chr2:106587211_106587959	Promoter/CTCF	Inactive
chr16	352609	353437	chr16:352609_353437	CTCF	Active
chr11	113859570	113860186	chr11:113859570_113860186	Promoter	Active
chr16	3371785	3372205	chr16:3371785_3372205	Promoter/CTCF	Inactive
chr16	33009352	33009931	chr16:33009352_33009931	Promoter/CTCF	Inactive
chr16	32897637	32898367	chr16:32897637_32898367	Promoter/CTCF	Inactive
chr16	31159571	31160181	chr16:31159571_31160181	Promoter/CTCF	Inactive
chr11	11156923	11157828	chr11:11156923_11157828	Promoter/CTCF	Inactive
chr9	92804480	92805266	chr9:92804480_92805266	Promoter	Inactive
chr7	51369259	51370419	chr7:51369259_51370419	Promoter/CTCF	Inactive
chr9	41332272	41332997	chr9:41332272_41332997	Promoter/CTCF	Inactive
chr14	88463047	88463812	chr14:88463047_88463812	Promoter/CTCF	Inactive
chr5	163347377	163348312	chr5:163347377_163348312	Promoter/CTCF	Inactive
chr11	37788290	37788995	chr11:37788290_37788995	Promoter	Active
chr4	77072307	77072951	chr4:77072307_77072951	Promoter	Active
chr9	64048007	64048435	chr9:64048007_64048435	Promoter/CTCF	Inactive
chr11	46344872	46345535	chr11:46344872_46345535	Enhancer	Inactive
chr22	19179186	19179982	chr22:19179186_19179982	Enhancer/CTCF	Inactive
chr1	121417215	121417710	chr1:121417215_121417710	Promoter	Active
chr7	55203961	55205240	chr7:55203961_55205240	Enhancer	Active
chr3	27357469	27358208	chr3:27357469_27358208	Promoter/CTCF	Inactive
chrX	131827488	131828425	chrX:131827488_131828425	Promoter/CTCF	Inactive
chr15	28021370	28022002	chr15:28021370_28022002	Promoter/CTCF	Inactive
chr3	186757115	186758229	chr3:186757115_186758229	Promoter	Active
chr20	51487596	51488367	chr20:51487596_51488367	Promoter	Active
chr17	21107812	21108417	chr17:21107812_21108417	Promoter/CTCF	Inactive
chr20	53547549	53548325	chr20:53547549_53548325	Promoter/CTCF	Inactive
chr20	57332182	57333001	chr20:57332182_57333001	CTCF	Inactive
chr11	6703277	6703962	chr11:6703277_6703962	Promoter/CTCF	Inactive
chr8	4837628	4838329	chr8:4837628_4838329	Promoter/CTCF	Inactive
chr19	5522903	5523618	chr19:5522903_5523618	Promoter/CTCF	Inactive
chr1	229714725	229715532	chr1:229714725_229715532	Promoter/CTCF	Inactive
chr12	30847170	30847646	chr12:30847170_30847646	Promoter/CTCF	Inactive
chr6	170712566	170713696	chr6:170712566_170713696	CTCF	Inactive
chr22	50334011	50334563	chr22:50334011_50334563	Promoter/CTCF	Inactive
chr11	65529993	65530572	chr11:65529993_65530572	CTCF	Inactive
chr1	86499755	86500636	chr1:86499755_86500636	Promoter/CTCF	Inactive
chr18	62384480	62384982	chr18:62384480_62384982	Promoter/CTCF	Inactive
chr10	125629632	125630682	chr10:125629632_125630682	Promoter/CTCF	Inactive
chr10	127939767	127940359	chr10:127939767_127940359	Promoter	Active
chr11	66421507	66422042	chr11:66421507_66422042	Enhancer/Promoter	Inactive
chr18	76130830	76131304	chr18:76130830_76131304	Promoter	Active
chr2	72822740	72823269	chr2:72822740_72823269	Promoter	Active
chr19	2872042	2872663	chr19:2872042_2872663	Promoter/CTCF	Inactive
chrX	81195492	81196934	chrX:81195492_81196934	Promoter/CTCF	Inactive
chrX	8868282	8869302	chrX:8868282_8869302	CTCF	Active
chr1	181919491	181920086	chr1:181919491_181920086	Promoter/CTCF	Inactive
chr11	74504834	74505494	chr11:74504834_74505494	Promoter	Active
chr6	115838405	115839380	chr6:115838405_115839380	Promoter/CTCF	Inactive
chr6	157518337	157519667	chr6:157518337_157519667	Promoter	Active
chr1	21787914	21788592	chr1:21787914_21788592	Promoter	Active
chr1	240887931	240888531	chr1:240887931_240888531	Promoter/CTCF	Inactive
chr3	10460075	10460587	chr3:10460075_10460587	Promoter/CTCF	Inactive
chr1	1644778	1645476	chr1:1644778_1645476	Promoter/CTCF	Inactive
chr19	46849198	46849487	chr19:46849198_46849487	Promoter	Active
chr8	22598560	22598791	chr8:22598560_22598791	Promoter	Active
